"","y","n_distinct(species)","...1","target_fid","rich_1d_geog","x","rich_2d","depth"
"2860",-39.5,1,2860,3773,1,52.5,1,4208.75
"2861",-39.5,1,2861,3774,1,53.5,1,4193.99951172
"2862",-39.5,1,2862,3775,1,54.5,1,4339.25
"2863",-39.5,1,2863,3776,1,55.5,1,4710.25
"2864",-39.5,1,2864,3777,1,56.5,1,4777.75
"2865",-39.5,1,2865,3778,1,57.5,1,5033.25
"2866",-39.5,1,2866,3779,1,58.5,1,5224.25
"2867",-39.5,1,2867,3780,1,59.5,1,5265.25
"2868",-39.5,1,2868,3783,1,62.5,1,5029.5
"2869",-39.5,1,2869,3784,1,63.5,1,5080.75
"2870",-39.5,1,2870,3785,1,64.5,1,4803.5
"2871",-39.5,1,2871,3786,1,65.5,1,4481
"2872",-39.5,1,2872,3787,1,66.5,1,4218.25
"2873",-39.5,1,2873,3788,1,67.5,1,4225
"2874",-39.5,1,2874,3789,1,68.5,1,4003.25
"2875",-39.5,1,2875,3790,1,69.5,1,4208.75
"2876",-39.5,1,2876,3791,1,70.5,1,4351
"2877",-39.5,1,2877,3792,1,71.5,1,4255
"2878",-39.5,1,2878,3793,1,72.5,1,3995
"2879",-39.5,1,2879,3794,1,73.5,1,4150.5
"2880",-39.5,1,2880,3795,1,74.5,1,3925.75
"2881",-39.5,1,2881,3796,1,75.5,1,3487.25024414
"2882",-39.5,1,2882,3797,1,76.5,1,3641.5
"2883",-39.5,1,2883,3798,1,77.5,1,2076.75
"2884",-39.5,1,2884,3799,1,78.5,1,2227.5
"2885",-39.5,1,2885,3800,1,79.5,1,3162.75
"2886",-39.5,1,2886,3801,1,80.5,1,3424.25
"2887",-39.5,1,2887,3802,1,81.5,1,3352.75
"2888",-39.5,1,2888,3803,1,82.5,1,3464
"2889",-39.5,1,2889,3804,1,83.5,1,3430.75
"2890",-39.5,1,2890,3805,1,84.5,1,3464
"2891",-39.5,1,2891,3806,1,85.5,1,3505.75
"2892",-39.5,1,2892,3807,1,86.5,1,3580.5
"2893",-39.5,1,2893,3808,1,87.5,1,3613.00024414
"2894",-39.5,1,2894,3809,1,88.5,1,3465.75
"2895",-39.5,1,2895,3810,1,89.5,1,3356
"2896",-39.5,1,2896,3811,1,90.5,1,3287
"2897",-39.5,1,2897,3812,1,91.5,1,3318.25
"2898",-39.5,1,2898,3813,1,92.5,1,3429.75
"2899",-39.5,1,2899,3814,1,93.5,1,3543.75
"2900",-39.5,1,2900,3815,1,94.5,1,3763.25
"2901",-39.5,1,2901,3816,1,95.5,1,3866.5
"2902",-39.5,1,2902,3817,1,96.5,1,3811.5
"2903",-39.5,1,2903,3818,1,97.5,1,3959.75
"2904",-39.5,1,2904,3819,1,98.5,1,4228
"2905",-39.5,1,2905,3820,1,99.5,1,4323.5
"2906",-39.5,1,2906,3821,1,100.5,1,4258.5
"2907",-39.5,1,2907,3822,1,101.5,1,3986
"2908",-39.5,1,2908,3823,1,102.5,1,4634.5
"2909",-39.5,1,2909,3824,1,103.5,1,4719.75
"2910",-39.5,1,2910,3825,1,104.5,1,4591.5
"2911",-39.5,1,2911,3826,1,105.5,1,4797
"2912",-39.5,1,2912,3827,1,106.5,1,4441.75
"2913",-39.5,1,2913,3828,1,107.5,1,4569.5
"2914",-39.5,1,2914,3829,1,108.5,1,4624.5
"2915",-39.5,1,2915,3830,1,109.5,1,4436
"2916",-39.5,1,2916,3831,1,110.5,1,4524.75
"2917",-39.5,1,2917,3832,1,111.5,1,4719.75
"2918",-39.5,1,2918,3833,1,112.5,1,4509
"2919",-39.5,1,2919,3834,1,113.5,1,4634.5
"2920",-39.5,1,2920,3835,1,114.5,1,4788
"2921",-39.5,1,2921,3836,1,115.5,1,4818.5
"2922",-39.5,1,2922,3837,1,116.5,1,4837
"2923",-39.5,1,2923,3838,1,117.5,1,4723.75
"2924",-39.5,1,2924,3839,1,118.5,1,4699
"2925",-39.5,1,2925,3840,1,119.5,1,4720.75
"2926",-39.5,1,2926,3841,1,120.5,1,4878.75
"2927",-39.5,1,2927,3842,1,121.5,1,4843.5
"2928",-39.5,1,2928,3843,1,122.5,1,4784.00048828
"2929",-39.5,1,2929,3844,1,123.5,1,5069.75
"2930",-39.5,1,2930,3845,1,124.5,1,5113.25
"2931",-39.5,1,2931,3846,1,125.5,1,5005.5
"2932",-39.5,1,2932,3847,1,126.5,1,5056.25048828
"2933",-39.5,1,2933,3849,1,128.5,1,5328.25
"2934",-39.5,1,2934,3856,1,135.5,1,5218.25
"2935",-39.5,1,2935,3858,1,137.5,1,5024.5
"2936",-39.5,1,2936,3859,1,138.5,1,4819.75
"2937",-39.5,1,2937,3860,1,139.5,1,4864.25
"2938",-39.5,1,2938,3861,1,140.5,1,4388.5
"2939",-39.5,1,2939,3862,1,141.5,1,3205.75
"2940",-39.5,1,2940,3863,1,142.5,1,1457.25012207
"2941",-38.5,1,2941,3880,1,30.5,1,4370.5
"2942",-38.5,1,2942,3881,1,31.5,1,3904.5
"2943",-38.5,1,2943,3882,1,32.5,1,4223.5
"2944",-38.5,1,2944,3883,1,33.5,1,4377.25
"2945",-38.5,1,2945,3884,1,34.5,1,5102
"2946",-38.5,1,2946,3886,1,36.5,1,5195.75
"2947",-38.5,1,2947,3887,1,37.5,1,4907.25
"2948",-38.5,1,2948,3888,1,38.5,1,4844
"2949",-38.5,1,2949,3889,1,39.5,1,4845.75
"2950",-38.5,1,2950,3890,1,40.5,1,4308.25
"2951",-38.5,1,2951,3891,1,41.5,1,3918.24975586
"2952",-38.5,1,2952,3892,1,42.5,1,3635
"2953",-38.5,1,2953,3893,1,43.5,1,2192.25
"2954",-38.5,1,2954,3894,1,44.5,1,3591.75024414
"2955",-38.5,1,2955,3895,1,45.5,1,3124.25
"2956",-38.5,1,2956,3896,1,46.5,1,2633.5
"2957",-38.5,1,2957,3897,1,47.5,1,1960.25
"2958",-38.5,1,2958,3898,1,48.5,1,2320.74975586
"2959",-38.5,1,2959,3899,1,49.5,1,3138.25
"2960",-38.5,1,2960,3900,1,50.5,1,3417.5
"2961",-38.5,1,2961,3901,1,51.5,1,3402.75
"2962",-38.5,1,2962,3902,1,52.5,1,4103.75048828
"2963",-38.5,1,2963,3903,1,53.5,1,4780.75
"2964",-38.5,1,2964,3904,1,54.5,1,4038.25
"2965",-38.5,1,2965,3905,1,55.5,1,4655.25
"2966",-38.5,1,2966,3906,1,56.5,1,4368.5
"2967",-38.5,1,2967,3907,1,57.5,1,5297.75
"2968",-38.5,1,2968,3908,1,58.5,1,5232.5
"2969",-38.5,1,2969,3909,1,59.5,1,5301
"2970",-38.5,1,2970,3910,1,60.5,1,5264.5
"2971",-38.5,1,2971,3911,1,61.5,1,5134.25
"2972",-38.5,1,2972,3912,1,62.5,1,5141.75
"2973",-38.5,1,2973,3913,1,63.5,1,5120
"2974",-38.5,1,2974,3914,1,64.5,1,4869
"2975",-38.5,1,2975,3915,1,65.5,1,4522.75
"2976",-38.5,1,2976,3916,1,66.5,1,4491.75
"2977",-38.5,1,2977,3917,1,67.5,1,4265
"2978",-38.5,1,2978,3918,1,68.5,1,4205
"2979",-38.5,1,2979,3919,1,69.5,1,4112
"2980",-38.5,1,2980,3920,1,70.5,1,4215.25
"2981",-38.5,1,2981,3921,1,71.5,1,4650.75
"2982",-38.5,1,2982,3922,1,72.5,1,4346.75
"2983",-38.5,1,2983,3923,1,73.5,1,4039
"2984",-38.5,1,2984,3924,1,74.5,1,4528.75
"2985",-38.5,1,2985,3925,1,75.5,1,3655.5
"2986",-38.5,1,2986,3926,1,76.5,1,2587.25024414
"2987",-38.5,1,2987,3927,1,77.5,1,1142.74987793
"2988",-38.5,1,2988,3928,1,78.5,1,2680.50073242
"2989",-38.5,1,2989,3929,1,79.5,1,3476.75
"2990",-38.5,1,2990,3930,1,80.5,1,3213.74975586
"2991",-38.5,1,2991,3931,1,81.5,1,3519.5
"2992",-38.5,1,2992,3932,1,82.5,1,3562
"2993",-38.5,1,2993,3933,1,83.5,1,3527
"2994",-38.5,1,2994,3934,1,84.5,1,3653
"2995",-38.5,1,2995,3935,1,85.5,1,3703
"2996",-38.5,1,2996,3936,1,86.5,1,3538.5
"2997",-38.5,1,2997,3937,1,87.5,1,3390
"2998",-38.5,1,2998,3938,1,88.5,1,3451.75
"2999",-38.5,1,2999,3939,1,89.5,1,3611.75
"3000",-38.5,1,3000,3940,1,90.5,1,3653.25
"3001",-38.5,1,3001,3941,1,91.5,1,3800.75
"3002",-38.5,1,3002,3942,1,92.5,1,3542.5
"3003",-38.5,1,3003,3943,1,93.5,1,3867.00024414
"3004",-38.5,1,3004,3944,1,94.5,1,3544.25024414
"3005",-38.5,1,3005,3945,1,95.5,1,4067.75
"3006",-38.5,1,3006,3946,1,96.5,1,4255
"3007",-38.5,1,3007,3947,1,97.5,1,4225
"3008",-38.5,1,3008,3948,1,98.5,1,4201.25
"3009",-38.5,1,3009,3949,1,99.5,1,4482
"3010",-38.5,1,3010,3950,1,100.5,1,4384.25
"3011",-38.5,1,3011,3951,1,101.5,1,4228
"3012",-38.5,1,3012,3952,1,102.5,1,4458.25
"3013",-38.5,1,3013,3953,1,103.5,1,4540
"3014",-38.5,1,3014,3954,1,104.5,1,4686.25
"3015",-38.5,1,3015,3955,1,105.5,1,4648.25
"3016",-38.5,1,3016,3956,1,106.5,1,4640.75
"3017",-38.5,1,3017,3957,1,107.5,1,4522.75
"3018",-38.5,1,3018,3958,1,108.5,1,4837
"3019",-38.5,1,3019,3959,1,109.5,1,5063.5
"3020",-38.5,1,3020,3960,1,110.5,1,4489.75
"3021",-38.5,1,3021,3961,1,111.5,1,4664
"3022",-38.5,1,3022,3962,1,112.5,1,4128.5
"3023",-38.5,1,3023,3963,1,113.5,1,4152.24951172
"3024",-38.5,1,3024,3964,1,114.5,1,4800.5
"3025",-38.5,1,3025,3965,1,115.5,1,4850
"3026",-38.5,1,3026,3966,1,116.5,1,5159
"3027",-38.5,1,3027,3967,1,117.5,1,5113
"3028",-38.5,1,3028,3968,1,118.5,1,5147.25
"3029",-38.5,1,3029,3969,1,119.5,1,4780.5
"3030",-38.5,1,3030,3970,1,120.5,1,5178.75
"3031",-38.5,1,3031,3971,1,121.5,1,4769
"3032",-38.5,1,3032,3972,1,122.5,1,4887.5
"3033",-38.5,1,3033,3973,1,123.5,1,5138.5
"3034",-38.5,1,3034,3975,1,125.5,1,5300.75
"3035",-38.5,1,3035,3976,1,126.5,1,4843.75
"3036",-38.5,1,3036,3988,1,138.5,1,5018.5
"3037",-38.5,1,3037,3989,1,139.5,1,3489.75024414
"3038",-38.5,1,3038,3990,1,140.5,1,1698.00012207
"3039",-37.5,1,3039,4010,1,31.5,1,4240.75
"3040",-37.5,1,3040,4011,1,32.5,1,4271.5
"3041",-37.5,1,3041,4012,1,33.5,1,3979.75024414
"3042",-37.5,1,3042,4013,1,34.5,1,4032.24975586
"3043",-37.5,1,3043,4014,1,35.5,1,5088.5
"3044",-37.5,1,3044,4016,1,37.5,1,5275
"3045",-37.5,1,3045,4017,1,38.5,1,5003.25
"3046",-37.5,1,3046,4018,1,39.5,1,5006.5
"3047",-37.5,1,3047,4019,1,40.5,1,4597
"3048",-37.5,1,3048,4020,1,41.5,1,4305
"3049",-37.5,1,3049,4021,1,42.5,1,4058
"3050",-37.5,1,3050,4022,1,43.5,1,2974.25
"3051",-37.5,1,3051,4023,1,44.5,1,2976.75
"3052",-37.5,1,3052,4024,1,45.5,1,3387.25
"3053",-37.5,1,3053,4025,1,46.5,1,4178.24951172
"3054",-37.5,1,3054,4026,1,47.5,1,3571
"3055",-37.5,1,3055,4027,1,48.5,1,2982.75
"3056",-37.5,1,3056,4028,1,49.5,1,1943.75
"3057",-37.5,1,3057,4029,1,50.5,1,1543.75
"3058",-37.5,1,3058,4030,1,51.5,1,2105.99975586
"3059",-37.5,1,3059,4031,1,52.5,1,2609.75024414
"3060",-37.5,1,3060,4032,1,53.5,1,3269.75
"3061",-37.5,1,3061,4033,1,54.5,1,3484.50024414
"3062",-37.5,1,3062,4034,1,55.5,1,4755.25
"3063",-37.5,1,3063,4035,1,56.5,1,4492.99951172
"3064",-37.5,1,3064,4037,1,58.5,1,5221.25
"3065",-37.5,1,3065,4038,1,59.5,1,5189.5
"3066",-37.5,1,3066,4039,1,60.5,1,5215.75
"3067",-37.5,1,3067,4040,1,61.5,1,5135.75
"3068",-37.5,1,3068,4041,1,62.5,1,5064.5
"3069",-37.5,1,3069,4042,1,63.5,1,4915.75
"3070",-37.5,1,3070,4043,1,64.5,1,4837.25
"3071",-37.5,1,3071,4044,1,65.5,1,4505
"3072",-37.5,1,3072,4045,1,66.5,1,4184.5
"3073",-37.5,1,3073,4046,1,67.5,1,4465.5
"3074",-37.5,1,3074,4047,1,68.5,1,4316.75
"3075",-37.5,1,3075,4048,1,69.5,1,4208.25
"3076",-37.5,1,3076,4049,1,70.5,1,4288.25
"3077",-37.5,1,3077,4050,1,71.5,1,4354.5
"3078",-37.5,1,3078,4051,1,72.5,1,4327.25
"3079",-37.5,1,3079,4052,1,73.5,1,4532.75
"3080",-37.5,1,3080,4053,1,74.5,1,4136
"3081",-37.5,1,3081,4054,1,75.5,1,3492.25024414
"3082",-37.5,1,3082,4055,1,76.5,1,3324.75
"3083",-37.5,1,3083,4056,1,77.5,1,2661.25
"3084",-37.5,1,3084,4057,1,78.5,1,1565.75
"3085",-37.5,1,3085,4058,1,79.5,1,2113.49975586
"3086",-37.5,1,3086,4059,1,80.5,1,3426.5
"3087",-37.5,1,3087,4060,1,81.5,1,3563.75
"3088",-37.5,1,3088,4061,1,82.5,1,3857
"3089",-37.5,1,3089,4062,1,83.5,1,3690.25
"3090",-37.5,1,3090,4063,1,84.5,1,3888.75
"3091",-37.5,1,3091,4064,1,85.5,1,3836.5
"3092",-37.5,1,3092,4065,1,86.5,1,3720.5
"3093",-37.5,1,3093,4066,1,87.5,1,3702.75
"3094",-37.5,1,3094,4067,1,88.5,1,3666.75
"3095",-37.5,1,3095,4068,1,89.5,1,3670.25
"3096",-37.5,1,3096,4069,1,90.5,1,3995.25
"3097",-37.5,1,3097,4070,1,91.5,1,3886.5
"3098",-37.5,1,3098,4071,1,92.5,1,4064
"3099",-37.5,1,3099,4072,1,93.5,1,3991.5
"3100",-37.5,1,3100,4073,1,94.5,1,4133.75
"3101",-37.5,1,3101,4074,1,95.5,1,4182
"3102",-37.5,1,3102,4075,1,96.5,1,4156.5
"3103",-37.5,1,3103,4076,1,97.5,1,4161
"3104",-37.5,1,3104,4077,1,98.5,1,4336
"3105",-37.5,1,3105,4078,1,99.5,1,4236.5
"3106",-37.5,1,3106,4079,1,100.5,1,4602.25
"3107",-37.5,1,3107,4080,1,101.5,1,4585.75
"3108",-37.5,1,3108,4081,1,102.5,1,4764.5
"3109",-37.5,1,3109,4082,1,103.5,1,4764.25
"3110",-37.5,1,3110,4083,1,104.5,1,4874.25
"3111",-37.5,1,3111,4084,1,105.5,1,4806
"3112",-37.5,1,3112,4085,1,106.5,1,4928.75
"3113",-37.5,1,3113,4086,1,107.5,1,4510
"3114",-37.5,1,3114,4087,1,108.5,1,4861.5
"3115",-37.5,1,3115,4088,1,109.5,1,4613.25
"3116",-37.5,1,3116,4089,1,110.5,1,4593.99951172
"3117",-37.5,1,3117,4090,1,111.5,1,5222.25
"3118",-37.5,1,3118,4091,1,112.5,1,4138.75
"3119",-37.5,1,3119,4092,1,113.5,1,5281.25
"3120",-37.5,1,3120,4093,1,114.5,1,4764.75
"3121",-37.5,1,3121,4094,1,115.5,1,5275.25
"3122",-37.5,1,3122,4099,1,120.5,1,5118.25
"3123",-37.5,1,3123,4101,1,122.5,1,4720.75
"3124",-37.5,1,3124,4113,1,134.5,1,5292.25
"3125",-37.5,1,3125,4115,1,136.5,1,5155
"3126",-37.5,1,3126,4116,1,137.5,1,4873
"3127",-37.5,1,3127,4117,1,138.5,1,1778.50012207
"3128",-36.5,1,3128,4139,1,31.5,1,4297.5
"3129",-36.5,1,3129,4140,1,32.5,1,4188
"3130",-36.5,1,3130,4141,1,33.5,1,3771.25
"3131",-36.5,1,3131,4142,1,34.5,1,3662.25
"3132",-36.5,1,3132,4146,1,38.5,1,5009
"3133",-36.5,1,3133,4147,1,39.5,1,4868.25
"3134",-36.5,1,3134,4148,1,40.5,1,4704.25
"3135",-36.5,1,3135,4149,1,41.5,1,4493
"3136",-36.5,1,3136,4150,1,42.5,1,4553
"3137",-36.5,1,3137,4151,1,43.5,1,3236.25
"3138",-36.5,1,3138,4152,1,44.5,1,2627.5
"3139",-36.5,1,3139,4153,1,45.5,1,2915.25
"3140",-36.5,1,3140,4154,1,46.5,1,3744.5
"3141",-36.5,1,3141,4155,1,47.5,1,3635.5
"3142",-36.5,1,3142,4156,1,48.5,1,3769.25024414
"3143",-36.5,1,3143,4157,1,49.5,1,3459.75
"3144",-36.5,1,3144,4158,1,50.5,1,3099.25
"3145",-36.5,1,3145,4159,1,51.5,1,3193.25
"3146",-36.5,1,3146,4160,1,52.5,1,3658.7512207
"3147",-36.5,1,3147,4161,1,53.5,1,3908.75048828
"3148",-36.5,1,3148,4162,1,54.5,1,4474.75
"3149",-36.5,1,3149,4163,1,55.5,1,3748
"3150",-36.5,1,3150,4164,1,56.5,1,4875.25
"3151",-36.5,1,3151,4165,1,57.5,1,4570.25
"3152",-36.5,1,3152,4166,1,58.5,1,5057
"3153",-36.5,1,3153,4167,1,59.5,1,4977.5
"3154",-36.5,1,3154,4168,1,60.5,1,5144.25
"3155",-36.5,1,3155,4169,1,61.5,1,4988.25
"3156",-36.5,1,3156,4170,1,62.5,1,4596.75
"3157",-36.5,1,3157,4171,1,63.5,1,4635
"3158",-36.5,1,3158,4172,1,64.5,1,4610.75
"3159",-36.5,1,3159,4173,1,65.5,1,3943.25024414
"3160",-36.5,1,3160,4174,1,66.5,1,4187.25
"3161",-36.5,1,3161,4175,1,67.5,1,4547.5
"3162",-36.5,1,3162,4176,1,68.5,1,4387.75
"3163",-36.5,1,3163,4177,1,69.5,1,4294.25
"3164",-36.5,1,3164,4178,1,70.5,1,4235.5
"3165",-36.5,1,3165,4179,1,71.5,1,4640.5
"3166",-36.5,1,3166,4180,1,72.5,1,4597.75
"3167",-36.5,1,3167,4181,1,73.5,1,4184.5
"3168",-36.5,1,3168,4182,1,74.5,1,4045.5
"3169",-36.5,1,3169,4183,1,75.5,1,3354.75024414
"3170",-36.5,1,3170,4184,1,76.5,1,3261.75
"3171",-36.5,1,3171,4185,1,77.5,1,2819.25
"3172",-36.5,1,3172,4186,1,78.5,1,2330.74951172
"3173",-36.5,1,3173,4187,1,79.5,1,2525.75024414
"3174",-36.5,1,3174,4188,1,80.5,1,2362
"3175",-36.5,1,3175,4189,1,81.5,1,3779.75
"3176",-36.5,1,3176,4190,1,82.5,1,4104.75
"3177",-36.5,1,3177,4191,1,83.5,1,4132.5
"3178",-36.5,1,3178,4192,1,84.5,1,3971
"3179",-36.5,1,3179,4193,1,85.5,1,4035.5
"3180",-36.5,1,3180,4194,1,86.5,1,3973
"3181",-36.5,1,3181,4195,1,87.5,1,3880.25
"3182",-36.5,1,3182,4196,1,88.5,1,3932
"3183",-36.5,1,3183,4197,1,89.5,1,4012.25
"3184",-36.5,1,3184,4198,1,90.5,1,3852
"3185",-36.5,1,3185,4199,1,91.5,1,4090
"3186",-36.5,1,3186,4200,1,92.5,1,4149.5
"3187",-36.5,1,3187,4201,1,93.5,1,4132.25
"3188",-36.5,1,3188,4202,1,94.5,1,4332.25
"3189",-36.5,1,3189,4203,1,95.5,1,4348.5
"3190",-36.5,1,3190,4204,1,96.5,1,4387.25
"3191",-36.5,1,3191,4205,1,97.5,1,4397.75
"3192",-36.5,1,3192,4206,1,98.5,1,4440.25
"3193",-36.5,1,3193,4207,1,99.5,1,4289
"3194",-36.5,1,3194,4208,1,100.5,1,4301.75
"3195",-36.5,1,3195,4209,1,101.5,1,4465.25
"3196",-36.5,1,3196,4210,1,102.5,1,4654.5
"3197",-36.5,1,3197,4211,1,103.5,1,4777.25
"3198",-36.5,1,3198,4212,1,104.5,1,5187.75
"3199",-36.5,1,3199,4213,1,105.5,1,4765
"3200",-36.5,1,3200,4215,1,107.5,1,5094.74951172
"3201",-36.5,1,3201,4217,1,109.5,1,4814
"3202",-36.5,1,3202,4218,1,110.5,1,5166.25
"3203",-36.5,1,3203,4219,1,111.5,1,4738.49951172
"3204",-36.5,1,3204,4221,1,113.5,1,4993
"3205",-36.5,1,3205,4222,1,114.5,1,5248.25
"3206",-36.5,1,3206,4223,1,115.5,1,5087.74951172
"3207",-36.5,1,3207,4224,1,116.5,1,5017
"3208",-36.5,1,3208,4225,1,117.5,1,4980.5
"3209",-36.5,1,3209,4226,1,118.5,1,4794.25
"3210",-36.5,1,3210,4227,1,119.5,1,5124.5
"3211",-36.5,1,3211,4228,1,120.5,1,5249.25
"3212",-36.5,1,3212,4232,1,124.5,1,5261.25
"3213",-36.5,1,3213,4241,1,133.5,1,5111.25
"3214",-36.5,1,3214,4242,1,134.5,1,5078
"3215",-36.5,1,3215,4243,1,135.5,1,4160
"3216",-35.5,1,3216,4268,1,31.5,1,4554.75
"3217",-35.5,1,3217,4269,1,32.5,1,3892.5
"3218",-35.5,1,3218,4270,1,33.5,1,3728.5
"3219",-35.5,1,3219,4271,1,34.5,1,3817.25
"3220",-35.5,1,3220,4272,1,35.5,1,3884.24975586
"3221",-35.5,1,3221,4276,1,39.5,1,5256.75
"3222",-35.5,1,3222,4279,1,42.5,1,4469.75
"3223",-35.5,1,3223,4280,1,43.5,1,3238.5
"3224",-35.5,1,3224,4281,1,44.5,1,2716.99975586
"3225",-35.5,1,3225,4282,1,45.5,1,3135.25
"3226",-35.5,1,3226,4283,1,46.5,1,3580.24975586
"3227",-35.5,1,3227,4284,1,47.5,1,3860.75
"3228",-35.5,1,3228,4285,1,48.5,1,3417.99975586
"3229",-35.5,1,3229,4286,1,49.5,1,3731
"3230",-35.5,1,3230,4287,1,50.5,1,3972.25
"3231",-35.5,1,3231,4288,1,51.5,1,3554.75024414
"3232",-35.5,1,3232,4289,1,52.5,1,3805.75048828
"3233",-35.5,1,3233,4291,1,54.5,1,2956.24951172
"3234",-35.5,1,3234,4292,1,55.5,1,4407.75
"3235",-35.5,1,3235,4293,1,56.5,1,3682.24975586
"3236",-35.5,1,3236,4294,1,57.5,1,3988.74975586
"3237",-35.5,1,3237,4295,1,58.5,1,5006.25
"3238",-35.5,1,3238,4296,1,59.5,1,4954.25
"3239",-35.5,1,3239,4297,1,60.5,1,5019.5
"3240",-35.5,1,3240,4298,1,61.5,1,5157.25
"3241",-35.5,1,3241,4299,1,62.5,1,4724.25
"3242",-35.5,1,3242,4300,1,63.5,1,4465
"3243",-35.5,1,3243,4301,1,64.5,1,4375.75
"3244",-35.5,1,3244,4302,1,65.5,1,4377.25
"3245",-35.5,1,3245,4303,1,66.5,1,4434.25
"3246",-35.5,1,3246,4304,1,67.5,1,4182
"3247",-35.5,1,3247,4305,1,68.5,1,4089.25024414
"3248",-35.5,1,3248,4306,1,69.5,1,4275
"3249",-35.5,1,3249,4307,1,70.5,1,4387.25
"3250",-35.5,1,3250,4308,1,71.5,1,4289
"3251",-35.5,1,3251,4309,1,72.5,1,4197.25
"3252",-35.5,1,3252,4310,1,73.5,1,4083.25024414
"3253",-35.5,1,3253,4311,1,74.5,1,3819
"3254",-35.5,1,3254,4312,1,75.5,1,3365.75
"3255",-35.5,1,3255,4313,1,76.5,1,3504
"3256",-35.5,1,3256,4314,1,77.5,1,2950.75
"3257",-35.5,1,3257,4315,1,78.5,1,2496.25048828
"3258",-35.5,1,3258,4316,1,79.5,1,3196.25024414
"3259",-35.5,1,3259,4317,1,80.5,1,2761.75024414
"3260",-35.5,1,3260,4318,1,81.5,1,2993
"3261",-35.5,1,3261,4319,1,82.5,1,3737.50024414
"3262",-35.5,1,3262,4320,1,83.5,1,3987
"3263",-35.5,1,3263,4321,1,84.5,1,4308.75
"3264",-35.5,1,3264,4322,1,85.5,1,3992
"3265",-35.5,1,3265,4323,1,86.5,1,4191.5
"3266",-35.5,1,3266,4324,1,87.5,1,3876
"3267",-35.5,1,3267,4325,1,88.5,1,3923.75
"3268",-35.5,1,3268,4326,1,89.5,1,3725
"3269",-35.5,1,3269,4327,1,90.5,1,3779.99975586
"3270",-35.5,1,3270,4328,1,91.5,1,4187.75
"3271",-35.5,1,3271,4329,1,92.5,1,4112
"3272",-35.5,1,3272,4330,1,93.5,1,4308.75
"3273",-35.5,1,3273,4331,1,94.5,1,4404.5
"3274",-35.5,1,3274,4332,1,95.5,1,4514.5
"3275",-35.5,1,3275,4333,1,96.5,1,4463.75
"3276",-35.5,1,3276,4334,1,97.5,1,4800.25
"3277",-35.5,1,3277,4335,1,98.5,1,4612.5
"3278",-35.5,1,3278,4336,1,99.5,1,4407
"3279",-35.5,1,3279,4337,1,100.5,1,4290.75
"3280",-35.5,1,3280,4338,1,101.5,1,4562.75
"3281",-35.5,1,3281,4339,1,102.5,1,4466.75
"3282",-35.5,1,3282,4340,1,103.5,1,5291.49951172
"3283",-35.5,1,3283,4341,1,104.5,1,4819.75
"3284",-35.5,1,3284,4342,1,105.5,1,5317
"3285",-35.5,1,3285,4343,1,106.5,1,4513.99951172
"3286",-35.5,1,3286,4347,1,110.5,1,4511
"3287",-35.5,1,3287,4348,1,111.5,1,5035
"3288",-35.5,1,3288,4349,1,112.5,1,5131
"3289",-35.5,1,3289,4351,1,114.5,1,4016.49975586
"3290",-35.5,1,3290,4352,1,115.5,1,3411.50024414
"3291",-35.5,1,3291,4353,1,116.5,1,2876.00048828
"3292",-35.5,1,3292,4354,1,117.5,1,2217.25
"3293",-35.5,1,3293,4355,1,118.5,1,3698.99975586
"3294",-35.5,1,3294,4356,1,119.5,1,4313.75
"3295",-35.5,1,3295,4357,1,120.5,1,4778.75
"3296",-35.5,1,3296,4358,1,121.5,1,4713
"3297",-35.5,1,3297,4359,1,122.5,1,4673.5
"3298",-35.5,1,3298,4360,1,123.5,1,4878
"3299",-35.5,1,3299,4361,1,124.5,1,4850.75
"3300",-35.5,1,3300,4362,1,125.5,1,5033.75
"3301",-35.5,1,3301,4363,1,126.5,1,5292.25
"3302",-35.5,1,3302,4364,1,127.5,1,5130
"3303",-35.5,1,3303,4366,1,129.5,1,5229.25
"3304",-35.5,1,3304,4367,1,130.5,1,4905.5
"3305",-35.5,1,3305,4368,1,131.5,1,3044.5
"3306",-35.5,1,3306,4369,1,132.5,1,2096.5
"3307",-35.5,1,3307,4370,1,133.5,1,1949.75
"3308",-35.5,1,3308,4371,1,134.5,1,2038.25024414
"3309",-34.5,1,3309,4398,1,32.5,1,2612.75
"3310",-34.5,1,3310,4399,1,33.5,1,2515
"3311",-34.5,1,3311,4400,1,34.5,1,2561.25
"3312",-34.5,1,3312,4401,1,35.5,1,2608.25
"3313",-34.5,1,3313,4402,1,36.5,1,5257.5
"3314",-34.5,1,3314,4404,1,38.5,1,5294.25
"3315",-34.5,1,3315,4406,1,40.5,1,5126.75
"3316",-34.5,1,3316,4407,1,41.5,1,5066
"3317",-34.5,1,3317,4408,1,42.5,1,4616.5
"3318",-34.5,1,3318,4409,1,43.5,1,2587.99975586
"3319",-34.5,1,3319,4410,1,44.5,1,1774.00012207
"3320",-34.5,1,3320,4411,1,45.5,1,1912
"3321",-34.5,1,3321,4412,1,46.5,1,2646.5
"3322",-34.5,1,3322,4413,1,47.5,1,3271.75
"3323",-34.5,1,3323,4414,1,48.5,1,3953.24975586
"3324",-34.5,1,3324,4415,1,49.5,1,3686
"3325",-34.5,1,3325,4416,1,50.5,1,4046.25024414
"3326",-34.5,1,3326,4417,1,51.5,1,4643.5
