"","TARGET_FID","richness","species1","depth","x","y"
"2314",-4952,4,"Abyssopathes lyra",4429.25,172.5,2.5
"2315",-4952,4,"Alternatipathes alternata",4429.25,172.5,2.5
"2316",-4951,4,"Abyssopathes lyra",4143.75,171.5,2.5
"2317",-4951,4,"Schizopathes affinis",4143.75,171.5,2.5
"2318",-4951,4,"Bathypathes patula",4143.75,171.5,2.5
"2319",-4951,4,"Alternatipathes alternata",4143.75,171.5,2.5
"2320",-4950,4,"Schizopathes affinis",4019.5,170.5,2.5
"2321",-4950,4,"Alternatipathes alternata",4019.5,170.5,2.5
"2322",-4950,4,"Bathypathes patula",4019.5,170.5,2.5
"2323",-4950,4,"Abyssopathes lyra",4019.5,170.5,2.5
"2324",-4949,4,"Schizopathes affinis",4284.5,169.5,2.5
"2325",-4949,4,"Alternatipathes alternata",4284.5,169.5,2.5
"2326",-4949,4,"Bathypathes patula",4284.5,169.5,2.5
"2327",-4949,4,"Abyssopathes lyra",4284.5,169.5,2.5
"2328",-4948,4,"Schizopathes affinis",4429.5,168.5,2.5
"2329",-4948,4,"Bathypathes patula",4429.5,168.5,2.5
"2330",-4948,4,"Abyssopathes lyra",4429.5,168.5,2.5
"2331",-4948,4,"Alternatipathes alternata",4429.5,168.5,2.5
"2332",-4947,4,"Abyssopathes lyra",4420.25,167.5,2.5
"2333",-4947,4,"Bathypathes patula",4420.25,167.5,2.5
"2334",-4947,4,"Schizopathes affinis",4420.25,167.5,2.5
"2335",-4947,4,"Alternatipathes alternata",4420.25,167.5,2.5
"2336",-4946,4,"Abyssopathes lyra",4130.75,166.5,2.5
"2337",-4946,4,"Schizopathes affinis",4130.75,166.5,2.5
"2338",-4946,4,"Bathypathes patula",4130.75,166.5,2.5
"2339",-4946,4,"Alternatipathes alternata",4130.75,166.5,2.5
"2340",-4945,4,"Bathypathes patula",4213.75,165.5,2.5
"2341",-4945,4,"Abyssopathes lyra",4213.75,165.5,2.5
"2342",-4945,4,"Alternatipathes alternata",4213.75,165.5,2.5
"2343",-4945,4,"Schizopathes affinis",4213.75,165.5,2.5
"2344",-4944,4,"Schizopathes affinis",4242,164.5,2.5
"2345",-4944,4,"Bathypathes patula",4242,164.5,2.5
"2346",-4944,4,"Abyssopathes lyra",4242,164.5,2.5
"2347",-4944,4,"Alternatipathes alternata",4242,164.5,2.5
"2348",-4943,4,"Alternatipathes alternata",4432.5,163.5,2.5
"2349",-4943,4,"Abyssopathes lyra",4432.5,163.5,2.5
"2350",-4943,4,"Bathypathes patula",4432.5,163.5,2.5
"2351",-4943,4,"Schizopathes affinis",4432.5,163.5,2.5
"2352",-4942,4,"Bathypathes patula",4241.75,162.5,2.5
"2353",-4942,4,"Alternatipathes alternata",4241.75,162.5,2.5
"2354",-4942,4,"Abyssopathes lyra",4241.75,162.5,2.5
"2355",-4942,4,"Schizopathes affinis",4241.75,162.5,2.5
"2356",-4941,4,"Bathypathes patula",3732,161.5,2.5
"2357",-4941,4,"Alternatipathes alternata",3732,161.5,2.5
"2358",-4941,4,"Abyssopathes lyra",3732,161.5,2.5
"2359",-4941,4,"Schizopathes affinis",3732,161.5,2.5
"2360",-4940,4,"Bathypathes patula",3416.5,160.5,2.5
"2361",-4940,4,"Schizopathes affinis",3416.5,160.5,2.5
"2362",-4940,4,"Abyssopathes lyra",3416.5,160.5,2.5
"2363",-4940,4,"Alternatipathes alternata",3416.5,160.5,2.5
"2364",-4939,4,"Trissopathes pseudotristicha",2721.5,159.5,2.5
"2365",-4939,4,"Bathypathes patula",2721.5,159.5,2.5
"2366",-4939,4,"Schizopathes affinis",2721.5,159.5,2.5
"2367",-4939,4,"Alternatipathes alternata",2721.5,159.5,2.5
"2368",-4938,4,"Bathypathes patula",2703.25,158.5,2.5
"2369",-4938,4,"Trissopathes pseudotristicha",2703.25,158.5,2.5
"2370",-4938,4,"Schizopathes affinis",2703.25,158.5,2.5
"2371",-4938,4,"Alternatipathes alternata",2703.25,158.5,2.5
"2372",-4937,3,"Schizopathes affinis",2815.25,157.5,2.5
"2373",-4937,3,"Alternatipathes alternata",2815.25,157.5,2.5
"2374",-4937,3,"Bathypathes patula",2815.25,157.5,2.5
"2375",-4936,4,"Trissopathes pseudotristicha",2541.25,156.5,2.5
"2376",-4936,4,"Bathypathes patula",2541.25,156.5,2.5
"2377",-4936,4,"Alternatipathes alternata",2541.25,156.5,2.5
"2378",-4936,4,"Schizopathes affinis",2541.25,156.5,2.5
"2379",-4935,4,"Trissopathes pseudotristicha",2699.5,155.5,2.5
"2380",-4935,4,"Schizopathes affinis",2699.5,155.5,2.5
"2381",-4935,4,"Alternatipathes alternata",2699.5,155.5,2.5
"2382",-4935,4,"Bathypathes patula",2699.5,155.5,2.5
"2383",-4934,3,"Alternatipathes alternata",2834,154.5,2.5
"2384",-4934,3,"Schizopathes affinis",2834,154.5,2.5
"2385",-4934,3,"Bathypathes patula",2834,154.5,2.5
"2386",-4933,3,"Alternatipathes alternata",3914.25,153.5,2.5
"2387",-4933,3,"Schizopathes affinis",3914.25,153.5,2.5
"2388",-4933,3,"Bathypathes patula",3914.25,153.5,2.5
"2389",-4932,3,"Schizopathes affinis",4026.50024414,152.5,2.5
"2390",-4932,3,"Alternatipathes alternata",4026.50024414,152.5,2.5
"2391",-4932,3,"Bathypathes patula",4026.50024414,152.5,2.5
"2392",-4931,3,"Alternatipathes alternata",4809.25,151.5,2.5
"2393",-4931,3,"Schizopathes affinis",4809.25,151.5,2.5
"2394",-4931,3,"Bathypathes patula",4809.25,151.5,2.5
"2395",-4930,2,"Alternatipathes alternata",4973.74951172,150.5,2.5
"2396",-4930,2,"Bathypathes patula",4973.74951172,150.5,2.5
"2397",-4929,3,"Alternatipathes alternata",4534.5,149.5,2.5
"2398",-4929,3,"Schizopathes affinis",4534.5,149.5,2.5
"2399",-4929,3,"Bathypathes patula",4534.5,149.5,2.5
"2400",-4928,1,"Bathypathes patula",5185.75,148.5,2.5
"2401",-4927,3,"Schizopathes affinis",4623.5,147.5,2.5
"2402",-4927,3,"Bathypathes patula",4623.5,147.5,2.5
"2403",-4927,3,"Alternatipathes alternata",4623.5,147.5,2.5
"2404",-4926,3,"Alternatipathes alternata",4522.25,146.5,2.5
"2405",-4926,3,"Schizopathes affinis",4522.25,146.5,2.5
"2406",-4926,3,"Bathypathes patula",4522.25,146.5,2.5
"2407",-4925,3,"Alternatipathes alternata",4636,145.5,2.5
"2408",-4925,3,"Bathypathes patula",4636,145.5,2.5
"2409",-4925,3,"Schizopathes affinis",4636,145.5,2.5
"2410",-4924,3,"Bathypathes patula",4589,144.5,2.5
"2411",-4924,3,"Alternatipathes alternata",4589,144.5,2.5
"2412",-4924,3,"Schizopathes affinis",4589,144.5,2.5
"2413",-4923,3,"Schizopathes affinis",4328.75,143.5,2.5
"2414",-4923,3,"Alternatipathes alternata",4328.75,143.5,2.5
"2415",-4923,3,"Bathypathes patula",4328.75,143.5,2.5
"2416",-4922,3,"Schizopathes affinis",3133.49975586,142.5,2.5
"2417",-4922,3,"Bathypathes patula",3133.49975586,142.5,2.5
"2418",-4922,3,"Alternatipathes alternata",3133.49975586,142.5,2.5
"2419",-4921,3,"Schizopathes affinis",2689.75024414,141.5,2.5
"2420",-4921,3,"Alternatipathes alternata",2689.75024414,141.5,2.5
"2421",-4921,3,"Bathypathes patula",2689.75024414,141.5,2.5
"2422",-4920,3,"Schizopathes affinis",3800.5,140.5,2.5
"2423",-4920,3,"Alternatipathes alternata",3800.5,140.5,2.5
"2424",-4920,3,"Bathypathes patula",3800.5,140.5,2.5
"2425",-4919,3,"Bathypathes patula",4340.5,139.5,2.5
"2426",-4919,3,"Schizopathes affinis",4340.5,139.5,2.5
"2427",-4919,3,"Alternatipathes alternata",4340.5,139.5,2.5
"2428",-4918,3,"Alternatipathes alternata",4690.25,138.5,2.5
"2429",-4918,3,"Schizopathes affinis",4690.25,138.5,2.5
"2430",-4918,3,"Bathypathes patula",4690.25,138.5,2.5
"2431",-4917,2,"Schizopathes affinis",4546,137.5,2.5
"2432",-4917,2,"Bathypathes patula",4546,137.5,2.5
"2433",-4916,2,"Bathypathes patula",4335,136.5,2.5
"2434",-4916,2,"Schizopathes affinis",4335,136.5,2.5
"2435",-4915,2,"Bathypathes patula",4086.75,135.5,2.5
"2436",-4915,2,"Schizopathes affinis",4086.75,135.5,2.5
"2437",-4914,2,"Schizopathes affinis",4162.5,134.5,2.5
"2438",-4914,2,"Bathypathes patula",4162.5,134.5,2.5
"2439",-4913,1,"Bathypathes patula",3849.99975586,133.5,2.5
"2440",-4912,1,"Bathypathes patula",3365.99951172,132.5,2.5
"2441",-4911,1,"Bathypathes patula",3241.75097656,131.5,2.5
"2442",-4910,1,"Bathypathes patula",4416.99951172,130.5,2.5
"2443",-4909,1,"Bathypathes patula",3101.25073242,129.5,2.5
"2444",-4907,1,"Bathypathes patula",2806.75,127.5,2.5
"2445",-4906,2,"Bathypathes patula",1680.24987793,126.5,2.5
"2446",-4906,2,"Cirrhipathes spiralis",1680.24987793,126.5,2.5
"2447",-4905,2,"Cirrhipathes spiralis",1350.49963379,125.5,2.5
"2448",-4905,2,"Bathypathes patula",1350.49963379,125.5,2.5
"2449",-4904,1,"Bathypathes patula",4376,124.5,2.5
"2450",-4903,1,"Bathypathes patula",5107,123.5,2.5
"2451",-4896,1,"Abyssopathes lyra",5492.5,178.5,1.5
"2452",-4895,1,"Abyssopathes lyra",5662,177.5,1.5
"2453",-4894,4,"Abyssopathes lyra",4864.00097656,176.5,1.5
"2454",-4894,4,"Schizopathes affinis",4864.00097656,176.5,1.5
"2455",-4894,4,"Alternatipathes alternata",4864.00097656,176.5,1.5
"2456",-4894,4,"Bathypathes patula",4864.00097656,176.5,1.5
"2457",-4893,3,"Abyssopathes lyra",5066.25,175.5,1.5
"2458",-4893,3,"Bathypathes patula",5066.25,175.5,1.5
"2459",-4893,3,"Alternatipathes alternata",5066.25,175.5,1.5
"2460",-4892,4,"Alternatipathes alternata",4397.25,174.5,1.5
"2461",-4892,4,"Schizopathes affinis",4397.25,174.5,1.5
"2462",-4892,4,"Abyssopathes lyra",4397.25,174.5,1.5
"2463",-4892,4,"Bathypathes patula",4397.25,174.5,1.5
"2464",-4891,4,"Bathypathes patula",2992.00097656,173.5,1.5
"2465",-4891,4,"Alternatipathes alternata",2992.00097656,173.5,1.5
"2466",-4891,4,"Schizopathes affinis",2992.00097656,173.5,1.5
"2467",-4891,4,"Abyssopathes lyra",2992.00097656,173.5,1.5
"2468",-4890,4,"Bathypathes patula",4070.25024414,172.5,1.5
"2469",-4890,4,"Abyssopathes lyra",4070.25024414,172.5,1.5
"2470",-4890,4,"Schizopathes affinis",4070.25024414,172.5,1.5
"2471",-4890,4,"Alternatipathes alternata",4070.25024414,172.5,1.5
"2472",-4889,4,"Alternatipathes alternata",4506.75,171.5,1.5
"2473",-4889,4,"Bathypathes patula",4506.75,171.5,1.5
"2474",-4889,4,"Schizopathes affinis",4506.75,171.5,1.5
"2475",-4889,4,"Abyssopathes lyra",4506.75,171.5,1.5
"2476",-4888,4,"Bathypathes patula",4415.75,170.5,1.5
"2477",-4888,4,"Schizopathes affinis",4415.75,170.5,1.5
"2478",-4888,4,"Alternatipathes alternata",4415.75,170.5,1.5
"2479",-4888,4,"Abyssopathes lyra",4415.75,170.5,1.5
"2480",-4887,4,"Bathypathes patula",4446.25,169.5,1.5
"2481",-4887,4,"Alternatipathes alternata",4446.25,169.5,1.5
"2482",-4887,4,"Abyssopathes lyra",4446.25,169.5,1.5
"2483",-4887,4,"Schizopathes affinis",4446.25,169.5,1.5
"2484",-4886,4,"Bathypathes patula",4253,168.5,1.5
"2485",-4886,4,"Abyssopathes lyra",4253,168.5,1.5
"2486",-4886,4,"Schizopathes affinis",4253,168.5,1.5
"2487",-4886,4,"Alternatipathes alternata",4253,168.5,1.5
"2488",-4885,4,"Bathypathes patula",4414,167.5,1.5
"2489",-4885,4,"Schizopathes affinis",4414,167.5,1.5
"2490",-4885,4,"Abyssopathes lyra",4414,167.5,1.5
"2491",-4885,4,"Alternatipathes alternata",4414,167.5,1.5
"2492",-4884,4,"Schizopathes affinis",4319.25,166.5,1.5
"2493",-4884,4,"Abyssopathes lyra",4319.25,166.5,1.5
"2494",-4884,4,"Bathypathes patula",4319.25,166.5,1.5
"2495",-4884,4,"Alternatipathes alternata",4319.25,166.5,1.5
"2496",-4883,4,"Schizopathes affinis",4256,165.5,1.5
"2497",-4883,4,"Bathypathes patula",4256,165.5,1.5
"2498",-4883,4,"Abyssopathes lyra",4256,165.5,1.5
"2499",-4883,4,"Alternatipathes alternata",4256,165.5,1.5
"2500",-4882,4,"Bathypathes patula",4298.25,164.5,1.5
"2501",-4882,4,"Schizopathes affinis",4298.25,164.5,1.5
"2502",-4882,4,"Abyssopathes lyra",4298.25,164.5,1.5
"2503",-4882,4,"Alternatipathes alternata",4298.25,164.5,1.5
"2504",-4881,4,"Abyssopathes lyra",4350.25,163.5,1.5
"2505",-4881,4,"Schizopathes affinis",4350.25,163.5,1.5
"2506",-4881,4,"Alternatipathes alternata",4350.25,163.5,1.5
"2507",-4881,4,"Bathypathes patula",4350.25,163.5,1.5
"2508",-4880,4,"Schizopathes affinis",4133.25,162.5,1.5
"2509",-4880,4,"Abyssopathes lyra",4133.25,162.5,1.5
"2510",-4880,4,"Bathypathes patula",4133.25,162.5,1.5
"2511",-4880,4,"Alternatipathes alternata",4133.25,162.5,1.5
"2512",-4879,4,"Schizopathes affinis",3767.75,161.5,1.5
"2513",-4879,4,"Bathypathes patula",3767.75,161.5,1.5
"2514",-4879,4,"Alternatipathes alternata",3767.75,161.5,1.5
"2515",-4879,4,"Abyssopathes lyra",3767.75,161.5,1.5
"2516",-4878,4,"Abyssopathes lyra",3341.5,160.5,1.5
"2517",-4878,4,"Bathypathes patula",3341.5,160.5,1.5
"2518",-4878,4,"Alternatipathes alternata",3341.5,160.5,1.5
"2519",-4878,4,"Schizopathes affinis",3341.5,160.5,1.5
"2520",-4877,4,"Trissopathes pseudotristicha",2693.5,159.5,1.5
"2521",-4877,4,"Schizopathes affinis",2693.5,159.5,1.5
"2522",-4877,4,"Bathypathes patula",2693.5,159.5,1.5
"2523",-4877,4,"Alternatipathes alternata",2693.5,159.5,1.5
"2524",-4876,4,"Bathypathes patula",2610.25,158.5,1.5
"2525",-4876,4,"Trissopathes pseudotristicha",2610.25,158.5,1.5
"2526",-4876,4,"Alternatipathes alternata",2610.25,158.5,1.5
"2527",-4876,4,"Schizopathes affinis",2610.25,158.5,1.5
"2528",-4875,4,"Bathypathes patula",2387.25,157.5,1.5
"2529",-4875,4,"Alternatipathes alternata",2387.25,157.5,1.5
"2530",-4875,4,"Trissopathes pseudotristicha",2387.25,157.5,1.5
"2531",-4875,4,"Schizopathes affinis",2387.25,157.5,1.5
"2532",-4874,5,"Bathypathes patula",2304.25,156.5,1.5
"2533",-4874,5,"Trissopathes tristicha",2304.25,156.5,1.5
"2534",-4874,5,"Schizopathes affinis",2304.25,156.5,1.5
"2535",-4874,5,"Trissopathes pseudotristicha",2304.25,156.5,1.5
"2536",-4874,5,"Alternatipathes alternata",2304.25,156.5,1.5
"2537",-4873,5,"Trissopathes tristicha",2276,155.5,1.5
"2538",-4873,5,"Bathypathes patula",2276,155.5,1.5
"2539",-4873,5,"Alternatipathes alternata",2276,155.5,1.5
"2540",-4873,5,"Schizopathes affinis",2276,155.5,1.5
"2541",-4873,5,"Trissopathes pseudotristicha",2276,155.5,1.5
"2542",-4872,3,"Schizopathes affinis",3082.25,154.5,1.5
"2543",-4872,3,"Bathypathes patula",3082.25,154.5,1.5
"2544",-4872,3,"Alternatipathes alternata",3082.25,154.5,1.5
"2545",-4871,3,"Schizopathes affinis",3669.5,153.5,1.5
"2546",-4871,3,"Bathypathes patula",3669.5,153.5,1.5
"2547",-4871,3,"Alternatipathes alternata",3669.5,153.5,1.5
"2548",-4870,3,"Schizopathes affinis",4114.25048828,152.5,1.5
"2549",-4870,3,"Bathypathes patula",4114.25048828,152.5,1.5
"2550",-4870,3,"Alternatipathes alternata",4114.25048828,152.5,1.5
"2551",-4869,3,"Schizopathes affinis",4791.5,151.5,1.5
"2552",-4869,3,"Bathypathes patula",4791.5,151.5,1.5
"2553",-4869,3,"Alternatipathes alternata",4791.5,151.5,1.5
"2554",-4867,3,"Alternatipathes alternata",4422,149.5,1.5
"2555",-4867,3,"Bathypathes patula",4422,149.5,1.5
"2556",-4867,3,"Schizopathes affinis",4422,149.5,1.5
"2557",-4866,3,"Alternatipathes alternata",4668.25,148.5,1.5
"2558",-4866,3,"Bathypathes patula",4668.25,148.5,1.5
"2559",-4866,3,"Schizopathes affinis",4668.25,148.5,1.5
"2560",-4865,3,"Bathypathes patula",4322,147.5,1.5
"2561",-4865,3,"Schizopathes affinis",4322,147.5,1.5
"2562",-4865,3,"Alternatipathes alternata",4322,147.5,1.5
"2563",-4864,3,"Alternatipathes alternata",4496.75,146.5,1.5
"2564",-4864,3,"Schizopathes affinis",4496.75,146.5,1.5
"2565",-4864,3,"Bathypathes patula",4496.75,146.5,1.5
"2566",-4863,3,"Bathypathes patula",4507,145.5,1.5
"2567",-4863,3,"Alternatipathes alternata",4507,145.5,1.5
"2568",-4863,3,"Schizopathes affinis",4507,145.5,1.5
"2569",-4862,3,"Bathypathes patula",4437.5,144.5,1.5
"2570",-4862,3,"Alternatipathes alternata",4437.5,144.5,1.5
"2571",-4862,3,"Schizopathes affinis",4437.5,144.5,1.5
"2572",-4861,3,"Schizopathes affinis",3847.25,143.5,1.5
"2573",-4861,3,"Bathypathes patula",3847.25,143.5,1.5
"2574",-4861,3,"Alternatipathes alternata",3847.25,143.5,1.5
"2575",-4860,3,"Bathypathes patula",2991.75,142.5,1.5
"2576",-4860,3,"Alternatipathes alternata",2991.75,142.5,1.5
"2577",-4860,3,"Schizopathes affinis",2991.75,142.5,1.5
"2578",-4859,3,"Bathypathes patula",3045.25,141.5,1.5
"2579",-4859,3,"Schizopathes affinis",3045.25,141.5,1.5
"2580",-4859,3,"Alternatipathes alternata",3045.25,141.5,1.5
"2581",-4858,3,"Alternatipathes alternata",3669.25024414,140.5,1.5
"2582",-4858,3,"Bathypathes patula",3669.25024414,140.5,1.5
"2583",-4858,3,"Schizopathes affinis",3669.25024414,140.5,1.5
"2584",-4857,3,"Bathypathes patula",4148.75048828,139.5,1.5
"2585",-4857,3,"Schizopathes affinis",4148.75048828,139.5,1.5
"2586",-4857,3,"Alternatipathes alternata",4148.75048828,139.5,1.5
"2587",-4856,2,"Schizopathes affinis",4218.5,138.5,1.5
"2588",-4856,2,"Bathypathes patula",4218.5,138.5,1.5
"2589",-4855,2,"Schizopathes affinis",4407.25,137.5,1.5
"2590",-4855,2,"Bathypathes patula",4407.25,137.5,1.5
"2591",-4854,2,"Schizopathes affinis",3715.50024414,136.5,1.5
"2592",-4854,2,"Bathypathes patula",3715.50024414,136.5,1.5
"2593",-4853,2,"Bathypathes patula",4233.25,135.5,1.5
"2594",-4853,2,"Schizopathes affinis",4233.25,135.5,1.5
"2595",-4852,2,"Bathypathes patula",4433.75,134.5,1.5
"2596",-4852,2,"Schizopathes affinis",4433.75,134.5,1.5
"2597",-4851,1,"Bathypathes patula",3843.49975586,133.5,1.5
"2598",-4850,1,"Bathypathes patula",2908.49975586,132.5,1.5
"2599",-4849,1,"Bathypathes patula",2904.50024414,131.5,1.5
"2600",-4848,1,"Bathypathes patula",3533.24951172,130.5,1.5
"2601",-4847,1,"Bathypathes patula",4751.25,129.5,1.5
"2602",-4845,10,"pseudocirrhipathes mapia",101.750259399,127.5,1.5
"2603",-4845,10,"Stylopathes tenuispina",101.750259399,127.5,1.5
"2604",-4845,10,"Antipathes sibogae",101.750259399,127.5,1.5
"2605",-4845,10,"Myriopathes myriophylla",101.750259399,127.5,1.5
"2606",-4845,10,"Myriopathes japonica",101.750259399,127.5,1.5
"2607",-4845,10,"Antipathes curvata",101.750259399,127.5,1.5
"2608",-4845,10,"Antipathes flabellum",101.750259399,127.5,1.5
"2609",-4845,10,"Cirrhipathes spiralis",101.750259399,127.5,1.5
"2610",-4845,10,"Cirrhipathes anguina",101.750259399,127.5,1.5
"2611",-4845,10,"Rhipidipathes reticulata",101.750259399,127.5,1.5
"2612",-4844,2,"Bathypathes patula",1437.24963379,126.5,1.5
"2613",-4844,2,"Cirrhipathes spiralis",1437.24963379,126.5,1.5
"2614",-4843,1,"Bathypathes patula",2398.74951172,125.5,1.5
"2615",-4842,1,"Bathypathes patula",1388.25,124.5,1.5
"2616",-4841,1,"Bathypathes patula",3013.49975586,123.5,1.5
"2617",-4840,1,"Bathypathes patula",3099.99975586,122.5,1.5
"2618",-4834,1,"Abyssopathes lyra",5454,178.5,0.5
"2619",-4833,1,"Abyssopathes lyra",5437.75,177.5,0.5
"2620",-4832,1,"Abyssopathes lyra",5372.75,176.5,0.5
"2621",-4831,4,"Bathypathes patula",4895,175.5,0.5
"2622",-4831,4,"Schizopathes affinis",4895,175.5,0.5
"2623",-4831,4,"Alternatipathes alternata",4895,175.5,0.5
"2624",-4831,4,"Abyssopathes lyra",4895,175.5,0.5
"2625",-4830,4,"Abyssopathes lyra",4760,174.5,0.5
"2626",-4830,4,"Alternatipathes alternata",4760,174.5,0.5
"2627",-4830,4,"Bathypathes patula",4760,174.5,0.5
"2628",-4830,4,"Schizopathes affinis",4760,174.5,0.5
"2629",-4829,4,"Alternatipathes alternata",3761.50024414,173.5,0.5
"2630",-4829,4,"Abyssopathes lyra",3761.50024414,173.5,0.5
"2631",-4829,4,"Bathypathes patula",3761.50024414,173.5,0.5
"2632",-4829,4,"Schizopathes affinis",3761.50024414,173.5,0.5
"2633",-4828,4,"Alternatipathes alternata",4426.25,172.5,0.5
"2634",-4828,4,"Bathypathes patula",4426.25,172.5,0.5
"2635",-4828,4,"Abyssopathes lyra",4426.25,172.5,0.5
"2636",-4828,4,"Schizopathes affinis",4426.25,172.5,0.5
"2637",-4827,4,"Bathypathes patula",4407.5,171.5,0.5
"2638",-4827,4,"Abyssopathes lyra",4407.5,171.5,0.5
"2639",-4827,4,"Schizopathes affinis",4407.5,171.5,0.5
"2640",-4827,4,"Alternatipathes alternata",4407.5,171.5,0.5
"2641",-4826,4,"Schizopathes affinis",4081,170.5,0.5
"2642",-4826,4,"Abyssopathes lyra",4081,170.5,0.5
"2643",-4826,4,"Alternatipathes alternata",4081,170.5,0.5
"2644",-4826,4,"Bathypathes patula",4081,170.5,0.5
"2645",-4825,4,"Schizopathes affinis",4378.75,169.5,0.5
"2646",-4825,4,"Abyssopathes lyra",4378.75,169.5,0.5
"2647",-4825,4,"Alternatipathes alternata",4378.75,169.5,0.5
"2648",-4825,4,"Bathypathes patula",4378.75,169.5,0.5
"2649",-4824,4,"Schizopathes affinis",4218,168.5,0.5
"2650",-4824,4,"Alternatipathes alternata",4218,168.5,0.5
"2651",-4824,4,"Bathypathes patula",4218,168.5,0.5
"2652",-4824,4,"Abyssopathes lyra",4218,168.5,0.5
"2653",-4823,4,"Bathypathes patula",4374,167.5,0.5
"2654",-4823,4,"Alternatipathes alternata",4374,167.5,0.5
"2655",-4823,4,"Schizopathes affinis",4374,167.5,0.5
"2656",-4823,4,"Abyssopathes lyra",4374,167.5,0.5
"2657",-4822,4,"Alternatipathes alternata",4326.5,166.5,0.5
"2658",-4822,4,"Schizopathes affinis",4326.5,166.5,0.5
"2659",-4822,4,"Bathypathes patula",4326.5,166.5,0.5
"2660",-4822,4,"Abyssopathes lyra",4326.5,166.5,0.5
"2661",-4821,4,"Alternatipathes alternata",4361.25,165.5,0.5
"2662",-4821,4,"Schizopathes affinis",4361.25,165.5,0.5
"2663",-4821,4,"Bathypathes patula",4361.25,165.5,0.5
"2664",-4821,4,"Abyssopathes lyra",4361.25,165.5,0.5
"2665",-4820,4,"Bathypathes patula",4363.75,164.5,0.5
"2666",-4820,4,"Schizopathes affinis",4363.75,164.5,0.5
"2667",-4820,4,"Alternatipathes alternata",4363.75,164.5,0.5
"2668",-4820,4,"Abyssopathes lyra",4363.75,164.5,0.5
"2669",-4819,4,"Alternatipathes alternata",4408.25,163.5,0.5
"2670",-4819,4,"Bathypathes patula",4408.25,163.5,0.5
"2671",-4819,4,"Schizopathes affinis",4408.25,163.5,0.5
"2672",-4819,4,"Abyssopathes lyra",4408.25,163.5,0.5
"2673",-4818,4,"Schizopathes affinis",4294,162.5,0.5
"2674",-4818,4,"Bathypathes patula",4294,162.5,0.5
"2675",-4818,4,"Alternatipathes alternata",4294,162.5,0.5
"2676",-4818,4,"Abyssopathes lyra",4294,162.5,0.5
"2677",-4817,4,"Schizopathes affinis",3901,161.5,0.5
"2678",-4817,4,"Alternatipathes alternata",3901,161.5,0.5
"2679",-4817,4,"Bathypathes patula",3901,161.5,0.5
"2680",-4817,4,"Abyssopathes lyra",3901,161.5,0.5
"2681",-4816,4,"Abyssopathes lyra",2852,160.5,0.5
"2682",-4816,4,"Alternatipathes alternata",2852,160.5,0.5
"2683",-4816,4,"Bathypathes patula",2852,160.5,0.5
"2684",-4816,4,"Schizopathes affinis",2852,160.5,0.5
"2685",-4815,5,"Trissopathes pseudotristicha",2627,159.5,0.5
"2686",-4815,5,"Alternatipathes alternata",2627,159.5,0.5
"2687",-4815,5,"Bathypathes patula",2627,159.5,0.5
"2688",-4815,5,"Schizopathes affinis",2627,159.5,0.5
"2689",-4815,5,"Abyssopathes lyra",2627,159.5,0.5
"2690",-4814,5,"Trissopathes pseudotristicha",2270,158.5,0.5
"2691",-4814,5,"Schizopathes affinis",2270,158.5,0.5
"2692",-4814,5,"Bathypathes patula",2270,158.5,0.5
"2693",-4814,5,"Trissopathes tristicha",2270,158.5,0.5
"2694",-4814,5,"Alternatipathes alternata",2270,158.5,0.5
"2695",-4813,5,"Alternatipathes alternata",2238.25,157.5,0.5
"2696",-4813,5,"Schizopathes affinis",2238.25,157.5,0.5
"2697",-4813,5,"Bathypathes patula",2238.25,157.5,0.5
"2698",-4813,5,"Trissopathes tristicha",2238.25,157.5,0.5
"2699",-4813,5,"Trissopathes pseudotristicha",2238.25,157.5,0.5
"2700",-4812,6,"Trissopathes tristicha",2067.5,156.5,0.5
"2701",-4812,6,"Trissopathes pseudotristicha",2067.5,156.5,0.5
"2702",-4812,6,"Bathypathes patula",2067.5,156.5,0.5
"2703",-4812,6,"Alternatipathes alternata",2067.5,156.5,0.5
"2704",-4812,6,"Schizopathes affinis",2067.5,156.5,0.5
"2705",-4812,6,"Cirrhipathes spiralis",2067.5,156.5,0.5
"2706",-4811,4,"Alternatipathes alternata",2696.25,155.5,0.5
"2707",-4811,4,"Schizopathes affinis",2696.25,155.5,0.5
"2708",-4811,4,"Trissopathes pseudotristicha",2696.25,155.5,0.5
"2709",-4811,4,"Bathypathes patula",2696.25,155.5,0.5
"2710",-4810,3,"Bathypathes patula",2953.25,154.5,0.5
"2711",-4810,3,"Alternatipathes alternata",2953.25,154.5,0.5
"2712",-4810,3,"Schizopathes affinis",2953.25,154.5,0.5
"2713",-4809,3,"Bathypathes patula",3828,153.5,0.5
"2714",-4809,3,"Schizopathes affinis",3828,153.5,0.5
"2715",-4809,3,"Alternatipathes alternata",3828,153.5,0.5
"2716",-4808,3,"Alternatipathes alternata",4430.5,152.5,0.5
"2717",-4808,3,"Bathypathes patula",4430.5,152.5,0.5
"2718",-4808,3,"Schizopathes affinis",4430.5,152.5,0.5
"2719",-4807,3,"Bathypathes patula",4655.25048828,151.5,0.5
"2720",-4807,3,"Alternatipathes alternata",4655.25048828,151.5,0.5
"2721",-4807,3,"Schizopathes affinis",4655.25048828,151.5,0.5
"2722",-4806,3,"Alternatipathes alternata",4871,150.5,0.5
