"","TARGET_FID","richness","species1","depth","x","y","min_depth","max_depth","min_lat","max_lat"
"4104",3277,4,"Abyssopathes lyra",4750.25,-126.5,-43.5,2050,5772.36,-67.916672,36.17
"4105",3277,4,"Alternatipathes alternata",4750.25,-126.5,-43.5,182,5089,-70.333328,56.350281
"4106",3277,4,"Bathypathes patula",4750.25,-126.5,-43.5,273,5303.52,-68.120833,59.04833
"4107",3277,4,"Schizopathes affinis",4750.25,-126.5,-43.5,1576,4923,-61.400002,35.552
"4108",3278,4,"Abyssopathes lyra",4362,-125.5,-43.5,2050,5772.36,-67.916672,36.17
"4109",3278,4,"Alternatipathes alternata",4362,-125.5,-43.5,182,5089,-70.333328,56.350281
"4110",3278,4,"Bathypathes patula",4362,-125.5,-43.5,273,5303.52,-68.120833,59.04833
"4111",3278,4,"Schizopathes affinis",4362,-125.5,-43.5,1576,4923,-61.400002,35.552
"4112",3279,4,"Abyssopathes lyra",4234.5,-124.5,-43.5,2050,5772.36,-67.916672,36.17
"4113",3279,4,"Alternatipathes alternata",4234.5,-124.5,-43.5,182,5089,-70.333328,56.350281
"4114",3279,4,"Bathypathes patula",4234.5,-124.5,-43.5,273,5303.52,-68.120833,59.04833
"4115",3279,4,"Schizopathes affinis",4234.5,-124.5,-43.5,1576,4923,-61.400002,35.552
"4116",3280,4,"Abyssopathes lyra",4286.75,-123.5,-43.5,2050,5772.36,-67.916672,36.17
"4117",3280,4,"Alternatipathes alternata",4286.75,-123.5,-43.5,182,5089,-70.333328,56.350281
"4118",3280,4,"Bathypathes patula",4286.75,-123.5,-43.5,273,5303.52,-68.120833,59.04833
"4119",3280,4,"Schizopathes affinis",4286.75,-123.5,-43.5,1576,4923,-61.400002,35.552
"4120",3281,4,"Abyssopathes lyra",4080,-122.5,-43.5,2050,5772.36,-67.916672,36.17
"4121",3281,4,"Alternatipathes alternata",4080,-122.5,-43.5,182,5089,-70.333328,56.350281
"4122",3281,4,"Bathypathes patula",4080,-122.5,-43.5,273,5303.52,-68.120833,59.04833
"4123",3281,4,"Schizopathes affinis",4080,-122.5,-43.5,1576,4923,-61.400002,35.552
"4124",3282,4,"Abyssopathes lyra",3712.5,-121.5,-43.5,2050,5772.36,-67.916672,36.17
"4125",3282,4,"Alternatipathes alternata",3712.5,-121.5,-43.5,182,5089,-70.333328,56.350281
"4126",3282,4,"Bathypathes patula",3712.5,-121.5,-43.5,273,5303.52,-68.120833,59.04833
"4127",3282,4,"Schizopathes affinis",3712.5,-121.5,-43.5,1576,4923,-61.400002,35.552
"4128",3283,4,"Abyssopathes lyra",3655.5,-120.5,-43.5,2050,5772.36,-67.916672,36.17
"4129",3283,4,"Alternatipathes alternata",3655.5,-120.5,-43.5,182,5089,-70.333328,56.350281
"4130",3283,4,"Bathypathes patula",3655.5,-120.5,-43.5,273,5303.52,-68.120833,59.04833
"4131",3283,4,"Schizopathes affinis",3655.5,-120.5,-43.5,1576,4923,-61.400002,35.552
"4132",3284,4,"Abyssopathes lyra",3885,-119.5,-43.5,2050,5772.36,-67.916672,36.17
"4133",3284,4,"Alternatipathes alternata",3885,-119.5,-43.5,182,5089,-70.333328,56.350281
"4134",3284,4,"Bathypathes patula",3885,-119.5,-43.5,273,5303.52,-68.120833,59.04833
"4135",3284,4,"Schizopathes affinis",3885,-119.5,-43.5,1576,4923,-61.400002,35.552
"4136",3285,4,"Abyssopathes lyra",3629.25,-118.5,-43.5,2050,5772.36,-67.916672,36.17
"4137",3285,4,"Alternatipathes alternata",3629.25,-118.5,-43.5,182,5089,-70.333328,56.350281
"4138",3285,4,"Bathypathes patula",3629.25,-118.5,-43.5,273,5303.52,-68.120833,59.04833
"4139",3285,4,"Schizopathes affinis",3629.25,-118.5,-43.5,1576,4923,-61.400002,35.552
"4140",3286,4,"Abyssopathes lyra",3946,-117.5,-43.5,2050,5772.36,-67.916672,36.17
"4141",3286,4,"Alternatipathes alternata",3946,-117.5,-43.5,182,5089,-70.333328,56.350281
"4142",3286,4,"Bathypathes patula",3946,-117.5,-43.5,273,5303.52,-68.120833,59.04833
"4143",3286,4,"Schizopathes affinis",3946,-117.5,-43.5,1576,4923,-61.400002,35.552
"4144",3287,4,"Abyssopathes lyra",3637.75,-116.5,-43.5,2050,5772.36,-67.916672,36.17
"4145",3287,4,"Alternatipathes alternata",3637.75,-116.5,-43.5,182,5089,-70.333328,56.350281
"4146",3287,4,"Bathypathes patula",3637.75,-116.5,-43.5,273,5303.52,-68.120833,59.04833
"4147",3287,4,"Schizopathes affinis",3637.75,-116.5,-43.5,1576,4923,-61.400002,35.552
"4148",3288,4,"Abyssopathes lyra",3493.25,-115.5,-43.5,2050,5772.36,-67.916672,36.17
"4149",3288,4,"Alternatipathes alternata",3493.25,-115.5,-43.5,182,5089,-70.333328,56.350281
"4150",3288,4,"Bathypathes patula",3493.25,-115.5,-43.5,273,5303.52,-68.120833,59.04833
"4151",3288,4,"Schizopathes affinis",3493.25,-115.5,-43.5,1576,4923,-61.400002,35.552
"4152",3289,4,"Abyssopathes lyra",3355.5,-114.5,-43.5,2050,5772.36,-67.916672,36.17
"4153",3289,4,"Alternatipathes alternata",3355.5,-114.5,-43.5,182,5089,-70.333328,56.350281
"4154",3289,4,"Bathypathes patula",3355.5,-114.5,-43.5,273,5303.52,-68.120833,59.04833
"4155",3289,4,"Schizopathes affinis",3355.5,-114.5,-43.5,1576,4923,-61.400002,35.552
"4156",3290,4,"Abyssopathes lyra",3226.5,-113.5,-43.5,2050,5772.36,-67.916672,36.17
"4157",3290,4,"Alternatipathes alternata",3226.5,-113.5,-43.5,182,5089,-70.333328,56.350281
"4158",3290,4,"Bathypathes patula",3226.5,-113.5,-43.5,273,5303.52,-68.120833,59.04833
"4159",3290,4,"Schizopathes affinis",3226.5,-113.5,-43.5,1576,4923,-61.400002,35.552
"4160",3291,4,"Abyssopathes lyra",2913,-112.5,-43.5,2050,5772.36,-67.916672,36.17
"4161",3291,4,"Alternatipathes alternata",2913,-112.5,-43.5,182,5089,-70.333328,56.350281
"4162",3291,4,"Bathypathes patula",2913,-112.5,-43.5,273,5303.52,-68.120833,59.04833
"4163",3291,4,"Schizopathes affinis",2913,-112.5,-43.5,1576,4923,-61.400002,35.552
"4164",3292,4,"Abyssopathes lyra",2806.25,-111.5,-43.5,2050,5772.36,-67.916672,36.17
"4165",3292,4,"Alternatipathes alternata",2806.25,-111.5,-43.5,182,5089,-70.333328,56.350281
"4166",3292,4,"Bathypathes patula",2806.25,-111.5,-43.5,273,5303.52,-68.120833,59.04833
"4167",3292,4,"Schizopathes affinis",2806.25,-111.5,-43.5,1576,4923,-61.400002,35.552
"4168",3293,4,"Abyssopathes lyra",3171,-110.5,-43.5,2050,5772.36,-67.916672,36.17
"4169",3293,4,"Alternatipathes alternata",3171,-110.5,-43.5,182,5089,-70.333328,56.350281
"4170",3293,4,"Bathypathes patula",3171,-110.5,-43.5,273,5303.52,-68.120833,59.04833
"4171",3293,4,"Schizopathes affinis",3171,-110.5,-43.5,1576,4923,-61.400002,35.552
"4172",3294,4,"Abyssopathes lyra",3163.75,-109.5,-43.5,2050,5772.36,-67.916672,36.17
"4173",3294,4,"Alternatipathes alternata",3163.75,-109.5,-43.5,182,5089,-70.333328,56.350281
"4174",3294,4,"Bathypathes patula",3163.75,-109.5,-43.5,273,5303.52,-68.120833,59.04833
"4175",3294,4,"Schizopathes affinis",3163.75,-109.5,-43.5,1576,4923,-61.400002,35.552
"4176",3295,4,"Abyssopathes lyra",2925.75,-108.5,-43.5,2050,5772.36,-67.916672,36.17
"4177",3295,4,"Alternatipathes alternata",2925.75,-108.5,-43.5,182,5089,-70.333328,56.350281
"4178",3295,4,"Bathypathes patula",2925.75,-108.5,-43.5,273,5303.52,-68.120833,59.04833
"4179",3295,4,"Schizopathes affinis",2925.75,-108.5,-43.5,1576,4923,-61.400002,35.552
"4180",3296,3,"Abyssopathes lyra",3252.75,-107.5,-43.5,2050,5772.36,-67.916672,36.17
"4181",3296,3,"Alternatipathes alternata",3252.75,-107.5,-43.5,182,5089,-70.333328,56.350281
"4182",3296,3,"Bathypathes patula",3252.75,-107.5,-43.5,273,5303.52,-68.120833,59.04833
"4183",3297,3,"Abyssopathes lyra",3392.75,-106.5,-43.5,2050,5772.36,-67.916672,36.17
"4184",3297,3,"Alternatipathes alternata",3392.75,-106.5,-43.5,182,5089,-70.333328,56.350281
"4185",3297,3,"Bathypathes patula",3392.75,-106.5,-43.5,273,5303.52,-68.120833,59.04833
"4186",3298,3,"Abyssopathes lyra",3433.75,-105.5,-43.5,2050,5772.36,-67.916672,36.17
"4187",3298,3,"Alternatipathes alternata",3433.75,-105.5,-43.5,182,5089,-70.333328,56.350281
"4188",3298,3,"Bathypathes patula",3433.75,-105.5,-43.5,273,5303.52,-68.120833,59.04833
"4189",3299,3,"Abyssopathes lyra",3174.24975586,-104.5,-43.5,2050,5772.36,-67.916672,36.17
"4190",3299,3,"Alternatipathes alternata",3174.24975586,-104.5,-43.5,182,5089,-70.333328,56.350281
"4191",3299,3,"Bathypathes patula",3174.24975586,-104.5,-43.5,273,5303.52,-68.120833,59.04833
"4192",3300,3,"Abyssopathes lyra",3948,-103.5,-43.5,2050,5772.36,-67.916672,36.17
"4193",3300,3,"Alternatipathes alternata",3948,-103.5,-43.5,182,5089,-70.333328,56.350281
"4194",3300,3,"Bathypathes patula",3948,-103.5,-43.5,273,5303.52,-68.120833,59.04833
"4195",3301,3,"Abyssopathes lyra",3995.75,-102.5,-43.5,2050,5772.36,-67.916672,36.17
"4196",3301,3,"Alternatipathes alternata",3995.75,-102.5,-43.5,182,5089,-70.333328,56.350281
"4197",3301,3,"Bathypathes patula",3995.75,-102.5,-43.5,273,5303.52,-68.120833,59.04833
"4198",3302,3,"Abyssopathes lyra",3858.25,-101.5,-43.5,2050,5772.36,-67.916672,36.17
"4199",3302,3,"Alternatipathes alternata",3858.25,-101.5,-43.5,182,5089,-70.333328,56.350281
"4200",3302,3,"Bathypathes patula",3858.25,-101.5,-43.5,273,5303.52,-68.120833,59.04833
"4201",3303,3,"Abyssopathes lyra",4392.5,-100.5,-43.5,2050,5772.36,-67.916672,36.17
"4202",3303,3,"Alternatipathes alternata",4392.5,-100.5,-43.5,182,5089,-70.333328,56.350281
"4203",3303,3,"Bathypathes patula",4392.5,-100.5,-43.5,273,5303.52,-68.120833,59.04833
"4204",3304,3,"Abyssopathes lyra",4171.5,-99.5,-43.5,2050,5772.36,-67.916672,36.17
"4205",3304,3,"Alternatipathes alternata",4171.5,-99.5,-43.5,182,5089,-70.333328,56.350281
"4206",3304,3,"Bathypathes patula",4171.5,-99.5,-43.5,273,5303.52,-68.120833,59.04833
"4207",3305,3,"Abyssopathes lyra",4691.5,-98.5,-43.5,2050,5772.36,-67.916672,36.17
"4208",3305,3,"Alternatipathes alternata",4691.5,-98.5,-43.5,182,5089,-70.333328,56.350281
"4209",3305,3,"Bathypathes patula",4691.5,-98.5,-43.5,273,5303.52,-68.120833,59.04833
"4210",3306,3,"Abyssopathes lyra",2351.74951172,-97.5,-43.5,2050,5772.36,-67.916672,36.17
"4211",3306,3,"Alternatipathes alternata",2351.74951172,-97.5,-43.5,182,5089,-70.333328,56.350281
"4212",3306,3,"Bathypathes patula",2351.74951172,-97.5,-43.5,273,5303.52,-68.120833,59.04833
"4213",3307,3,"Abyssopathes lyra",4255.75,-96.5,-43.5,2050,5772.36,-67.916672,36.17
"4214",3307,3,"Alternatipathes alternata",4255.75,-96.5,-43.5,182,5089,-70.333328,56.350281
"4215",3307,3,"Bathypathes patula",4255.75,-96.5,-43.5,273,5303.52,-68.120833,59.04833
"4216",3308,2,"Alternatipathes alternata",3847.25,-95.5,-43.5,182,5089,-70.333328,56.350281
"4217",3308,2,"Bathypathes patula",3847.25,-95.5,-43.5,273,5303.52,-68.120833,59.04833
"4218",3309,2,"Alternatipathes alternata",4195.75,-94.5,-43.5,182,5089,-70.333328,56.350281
"4219",3309,2,"Bathypathes patula",4195.75,-94.5,-43.5,273,5303.52,-68.120833,59.04833
"4220",3310,2,"Alternatipathes alternata",4289.75,-93.5,-43.5,182,5089,-70.333328,56.350281
"4221",3310,2,"Bathypathes patula",4289.75,-93.5,-43.5,273,5303.52,-68.120833,59.04833
"4222",3311,2,"Alternatipathes alternata",3991.5,-92.5,-43.5,182,5089,-70.333328,56.350281
"4223",3311,2,"Bathypathes patula",3991.5,-92.5,-43.5,273,5303.52,-68.120833,59.04833
"4224",3312,2,"Alternatipathes alternata",4139.5,-91.5,-43.5,182,5089,-70.333328,56.350281
"4225",3312,2,"Bathypathes patula",4139.5,-91.5,-43.5,273,5303.52,-68.120833,59.04833
"4226",3313,1,"Bathypathes patula",4109.5,-90.5,-43.5,273,5303.52,-68.120833,59.04833
"4227",3314,1,"Bathypathes patula",4478.75,-89.5,-43.5,273,5303.52,-68.120833,59.04833
"4228",3315,1,"Bathypathes patula",4151.5,-88.5,-43.5,273,5303.52,-68.120833,59.04833
"4229",3316,1,"Bathypathes patula",3773,-87.5,-43.5,273,5303.52,-68.120833,59.04833
"4230",3317,1,"Bathypathes patula",3273.75,-86.5,-43.5,273,5303.52,-68.120833,59.04833
"4231",3318,1,"Bathypathes patula",3440,-85.5,-43.5,273,5303.52,-68.120833,59.04833
"4232",3319,1,"Bathypathes patula",3207.25,-84.5,-43.5,273,5303.52,-68.120833,59.04833
"4233",3320,1,"Bathypathes patula",3374.5,-83.5,-43.5,273,5303.52,-68.120833,59.04833
"4234",3321,1,"Bathypathes patula",3241.50024414,-82.5,-43.5,273,5303.52,-68.120833,59.04833
"4235",3322,1,"Bathypathes patula",3567,-81.5,-43.5,273,5303.52,-68.120833,59.04833
"4236",3323,1,"Bathypathes patula",3607.25,-80.5,-43.5,273,5303.52,-68.120833,59.04833
"4237",3324,1,"Bathypathes patula",3532.25,-79.5,-43.5,273,5303.52,-68.120833,59.04833
"4238",3325,1,"Bathypathes patula",3602.75,-78.5,-43.5,273,5303.52,-68.120833,59.04833
"4239",3328,2,"Bathypathes patula",932.499816895,-179.5,-42.5,273,5303.52,-68.120833,59.04833
"4240",3328,2,"Leiopathes acanthophora",932.499816895,-179.5,-42.5,256.5,1608,-44.516667,-33.754334
"4241",3329,2,"Bathypathes patula",1180.5,-178.5,-42.5,273,5303.52,-68.120833,59.04833
"4242",3329,2,"Leiopathes acanthophora",1180.5,-178.5,-42.5,256.5,1608,-44.516667,-33.754334
"4243",3330,1,"Bathypathes patula",1743.25,-177.5,-42.5,273,5303.52,-68.120833,59.04833
"4244",3331,1,"Bathypathes patula",2579.25,-176.5,-42.5,273,5303.52,-68.120833,59.04833
"4245",3332,1,"Bathypathes patula",2242.5,-175.5,-42.5,273,5303.52,-68.120833,59.04833
"4246",3333,1,"Bathypathes patula",2364.25,-174.5,-42.5,273,5303.52,-68.120833,59.04833
"4247",3334,1,"Bathypathes patula",2011,-173.5,-42.5,273,5303.52,-68.120833,59.04833
"4248",3335,1,"Bathypathes patula",1813.5,-172.5,-42.5,273,5303.52,-68.120833,59.04833
"4249",3336,1,"Bathypathes patula",1840.5,-171.5,-42.5,273,5303.52,-68.120833,59.04833
"4250",3337,1,"Bathypathes patula",2363,-170.5,-42.5,273,5303.52,-68.120833,59.04833
"4251",3338,3,"Alternatipathes alternata",3147,-169.5,-42.5,182,5089,-70.333328,56.350281
"4252",3338,3,"Bathypathes patula",3147,-169.5,-42.5,273,5303.52,-68.120833,59.04833
"4253",3338,3,"Schizopathes affinis",3147,-169.5,-42.5,1576,4923,-61.400002,35.552
"4254",3339,3,"Alternatipathes alternata",2520.75,-168.5,-42.5,182,5089,-70.333328,56.350281
"4255",3339,3,"Bathypathes patula",2520.75,-168.5,-42.5,273,5303.52,-68.120833,59.04833
"4256",3339,3,"Schizopathes affinis",2520.75,-168.5,-42.5,1576,4923,-61.400002,35.552
"4257",3340,2,"Alternatipathes alternata",5050.25,-167.5,-42.5,182,5089,-70.333328,56.350281
"4258",3340,2,"Bathypathes patula",5050.25,-167.5,-42.5,273,5303.52,-68.120833,59.04833
"4259",3341,2,"Alternatipathes alternata",4938.25,-166.5,-42.5,182,5089,-70.333328,56.350281
"4260",3341,2,"Bathypathes patula",4938.25,-166.5,-42.5,273,5303.52,-68.120833,59.04833
"4261",3342,2,"Alternatipathes alternata",5044.5,-165.5,-42.5,182,5089,-70.333328,56.350281
"4262",3342,2,"Bathypathes patula",5044.5,-165.5,-42.5,273,5303.52,-68.120833,59.04833
"4263",3343,1,"Bathypathes patula",5245,-164.5,-42.5,273,5303.52,-68.120833,59.04833
"4264",3344,1,"Bathypathes patula",5224,-163.5,-42.5,273,5303.52,-68.120833,59.04833
"4265",3345,3,"Alternatipathes alternata",4557.75,-162.5,-42.5,182,5089,-70.333328,56.350281
"4266",3345,3,"Bathypathes patula",4557.75,-162.5,-42.5,273,5303.52,-68.120833,59.04833
"4267",3345,3,"Schizopathes affinis",4557.75,-162.5,-42.5,1576,4923,-61.400002,35.552
"4268",3346,1,"Bathypathes patula",5252.25,-161.5,-42.5,273,5303.52,-68.120833,59.04833
"4269",3347,1,"Bathypathes patula",5173,-160.5,-42.5,273,5303.52,-68.120833,59.04833
"4270",3348,2,"Alternatipathes alternata",5043.75,-159.5,-42.5,182,5089,-70.333328,56.350281
"4271",3348,2,"Bathypathes patula",5043.75,-159.5,-42.5,273,5303.52,-68.120833,59.04833
"4272",3349,3,"Alternatipathes alternata",4759,-158.5,-42.5,182,5089,-70.333328,56.350281
"4273",3349,3,"Bathypathes patula",4759,-158.5,-42.5,273,5303.52,-68.120833,59.04833
"4274",3349,3,"Schizopathes affinis",4759,-158.5,-42.5,1576,4923,-61.400002,35.552
"4275",3350,1,"Bathypathes patula",5247.25,-157.5,-42.5,273,5303.52,-68.120833,59.04833
"4276",3351,2,"Alternatipathes alternata",4976.25,-156.5,-42.5,182,5089,-70.333328,56.350281
"4277",3351,2,"Bathypathes patula",4976.25,-156.5,-42.5,273,5303.52,-68.120833,59.04833
"4278",3352,2,"Alternatipathes alternata",5066.25,-155.5,-42.5,182,5089,-70.333328,56.350281
"4279",3352,2,"Bathypathes patula",5066.25,-155.5,-42.5,273,5303.52,-68.120833,59.04833
"4280",3353,2,"Alternatipathes alternata",5047.5,-154.5,-42.5,182,5089,-70.333328,56.350281
"4281",3353,2,"Bathypathes patula",5047.5,-154.5,-42.5,273,5303.52,-68.120833,59.04833
"4282",3354,2,"Alternatipathes alternata",5057.75,-153.5,-42.5,182,5089,-70.333328,56.350281
"4283",3354,2,"Bathypathes patula",5057.75,-153.5,-42.5,273,5303.52,-68.120833,59.04833
"4284",3355,1,"Bathypathes patula",5213.75,-152.5,-42.5,273,5303.52,-68.120833,59.04833
"4285",3356,1,"Bathypathes patula",5296.75,-151.5,-42.5,273,5303.52,-68.120833,59.04833
"4286",3357,1,"Bathypathes patula",5119.75,-150.5,-42.5,273,5303.52,-68.120833,59.04833
"4287",3365,1,"Bathypathes patula",5280.5,-142.5,-42.5,273,5303.52,-68.120833,59.04833
"4288",3366,1,"Bathypathes patula",5214.25,-141.5,-42.5,273,5303.52,-68.120833,59.04833
"4289",3371,1,"Bathypathes patula",5119.5,-136.5,-42.5,273,5303.52,-68.120833,59.04833
"4290",3372,1,"Bathypathes patula",5235.5,-135.5,-42.5,273,5303.52,-68.120833,59.04833
"4291",3373,1,"Bathypathes patula",5111.75,-134.5,-42.5,273,5303.52,-68.120833,59.04833
"4292",3374,1,"Bathypathes patula",5105.5,-133.5,-42.5,273,5303.52,-68.120833,59.04833
"4293",3375,3,"Alternatipathes alternata",4862.75,-132.5,-42.5,182,5089,-70.333328,56.350281
"4294",3375,3,"Bathypathes patula",4862.75,-132.5,-42.5,273,5303.52,-68.120833,59.04833
"4295",3375,3,"Schizopathes affinis",4862.75,-132.5,-42.5,1576,4923,-61.400002,35.552
"4296",3376,4,"Abyssopathes lyra",4221.75,-131.5,-42.5,2050,5772.36,-67.916672,36.17
"4297",3376,4,"Alternatipathes alternata",4221.75,-131.5,-42.5,182,5089,-70.333328,56.350281
"4298",3376,4,"Bathypathes patula",4221.75,-131.5,-42.5,273,5303.52,-68.120833,59.04833
"4299",3376,4,"Schizopathes affinis",4221.75,-131.5,-42.5,1576,4923,-61.400002,35.552
"4300",3377,3,"Abyssopathes lyra",4974.75,-130.5,-42.5,2050,5772.36,-67.916672,36.17
"4301",3377,3,"Alternatipathes alternata",4974.75,-130.5,-42.5,182,5089,-70.333328,56.350281
"4302",3377,3,"Bathypathes patula",4974.75,-130.5,-42.5,273,5303.52,-68.120833,59.04833
"4303",3378,3,"Abyssopathes lyra",4981.25,-129.5,-42.5,2050,5772.36,-67.916672,36.17
"4304",3378,3,"Alternatipathes alternata",4981.25,-129.5,-42.5,182,5089,-70.333328,56.350281
"4305",3378,3,"Bathypathes patula",4981.25,-129.5,-42.5,273,5303.52,-68.120833,59.04833
"4306",3379,4,"Abyssopathes lyra",4763,-128.5,-42.5,2050,5772.36,-67.916672,36.17
"4307",3379,4,"Alternatipathes alternata",4763,-128.5,-42.5,182,5089,-70.333328,56.350281
"4308",3379,4,"Bathypathes patula",4763,-128.5,-42.5,273,5303.52,-68.120833,59.04833
"4309",3379,4,"Schizopathes affinis",4763,-128.5,-42.5,1576,4923,-61.400002,35.552
"4310",3380,4,"Abyssopathes lyra",4701.75,-127.5,-42.5,2050,5772.36,-67.916672,36.17
"4311",3380,4,"Alternatipathes alternata",4701.75,-127.5,-42.5,182,5089,-70.333328,56.350281
"4312",3380,4,"Bathypathes patula",4701.75,-127.5,-42.5,273,5303.52,-68.120833,59.04833
"4313",3380,4,"Schizopathes affinis",4701.75,-127.5,-42.5,1576,4923,-61.400002,35.552
"4314",3381,4,"Abyssopathes lyra",4761.75,-126.5,-42.5,2050,5772.36,-67.916672,36.17
"4315",3381,4,"Alternatipathes alternata",4761.75,-126.5,-42.5,182,5089,-70.333328,56.350281
"4316",3381,4,"Bathypathes patula",4761.75,-126.5,-42.5,273,5303.52,-68.120833,59.04833
"4317",3381,4,"Schizopathes affinis",4761.75,-126.5,-42.5,1576,4923,-61.400002,35.552
"4318",3382,4,"Abyssopathes lyra",4532.75,-125.5,-42.5,2050,5772.36,-67.916672,36.17
"4319",3382,4,"Alternatipathes alternata",4532.75,-125.5,-42.5,182,5089,-70.333328,56.350281
"4320",3382,4,"Bathypathes patula",4532.75,-125.5,-42.5,273,5303.52,-68.120833,59.04833
"4321",3382,4,"Schizopathes affinis",4532.75,-125.5,-42.5,1576,4923,-61.400002,35.552
"4322",3383,4,"Abyssopathes lyra",4587.5,-124.5,-42.5,2050,5772.36,-67.916672,36.17
"4323",3383,4,"Alternatipathes alternata",4587.5,-124.5,-42.5,182,5089,-70.333328,56.350281
"4324",3383,4,"Bathypathes patula",4587.5,-124.5,-42.5,273,5303.52,-68.120833,59.04833
"4325",3383,4,"Schizopathes affinis",4587.5,-124.5,-42.5,1576,4923,-61.400002,35.552
"4326",3384,4,"Abyssopathes lyra",4407,-123.5,-42.5,2050,5772.36,-67.916672,36.17
"4327",3384,4,"Alternatipathes alternata",4407,-123.5,-42.5,182,5089,-70.333328,56.350281
"4328",3384,4,"Bathypathes patula",4407,-123.5,-42.5,273,5303.52,-68.120833,59.04833
"4329",3384,4,"Schizopathes affinis",4407,-123.5,-42.5,1576,4923,-61.400002,35.552
"4330",3385,4,"Abyssopathes lyra",4464.75,-122.5,-42.5,2050,5772.36,-67.916672,36.17
"4331",3385,4,"Alternatipathes alternata",4464.75,-122.5,-42.5,182,5089,-70.333328,56.350281
"4332",3385,4,"Bathypathes patula",4464.75,-122.5,-42.5,273,5303.52,-68.120833,59.04833
"4333",3385,4,"Schizopathes affinis",4464.75,-122.5,-42.5,1576,4923,-61.400002,35.552
"4334",3386,4,"Abyssopathes lyra",4028.25,-121.5,-42.5,2050,5772.36,-67.916672,36.17
"4335",3386,4,"Alternatipathes alternata",4028.25,-121.5,-42.5,182,5089,-70.333328,56.350281
"4336",3386,4,"Bathypathes patula",4028.25,-121.5,-42.5,273,5303.52,-68.120833,59.04833
"4337",3386,4,"Schizopathes affinis",4028.25,-121.5,-42.5,1576,4923,-61.400002,35.552
"4338",3387,4,"Abyssopathes lyra",4122.5,-120.5,-42.5,2050,5772.36,-67.916672,36.17
"4339",3387,4,"Alternatipathes alternata",4122.5,-120.5,-42.5,182,5089,-70.333328,56.350281
"4340",3387,4,"Bathypathes patula",4122.5,-120.5,-42.5,273,5303.52,-68.120833,59.04833
"4341",3387,4,"Schizopathes affinis",4122.5,-120.5,-42.5,1576,4923,-61.400002,35.552
"4342",3388,4,"Abyssopathes lyra",3981.5,-119.5,-42.5,2050,5772.36,-67.916672,36.17
"4343",3388,4,"Alternatipathes alternata",3981.5,-119.5,-42.5,182,5089,-70.333328,56.350281
"4344",3388,4,"Bathypathes patula",3981.5,-119.5,-42.5,273,5303.52,-68.120833,59.04833
"4345",3388,4,"Schizopathes affinis",3981.5,-119.5,-42.5,1576,4923,-61.400002,35.552
"4346",3389,4,"Abyssopathes lyra",3885.75,-118.5,-42.5,2050,5772.36,-67.916672,36.17
"4347",3389,4,"Alternatipathes alternata",3885.75,-118.5,-42.5,182,5089,-70.333328,56.350281
"4348",3389,4,"Bathypathes patula",3885.75,-118.5,-42.5,273,5303.52,-68.120833,59.04833
"4349",3389,4,"Schizopathes affinis",3885.75,-118.5,-42.5,1576,4923,-61.400002,35.552
"4350",3390,4,"Abyssopathes lyra",3628.25,-117.5,-42.5,2050,5772.36,-67.916672,36.17
"4351",3390,4,"Alternatipathes alternata",3628.25,-117.5,-42.5,182,5089,-70.333328,56.350281
"4352",3390,4,"Bathypathes patula",3628.25,-117.5,-42.5,273,5303.52,-68.120833,59.04833
"4353",3390,4,"Schizopathes affinis",3628.25,-117.5,-42.5,1576,4923,-61.400002,35.552
"4354",3391,4,"Abyssopathes lyra",3520.75,-116.5,-42.5,2050,5772.36,-67.916672,36.17
"4355",3391,4,"Alternatipathes alternata",3520.75,-116.5,-42.5,182,5089,-70.333328,56.350281
"4356",3391,4,"Bathypathes patula",3520.75,-116.5,-42.5,273,5303.52,-68.120833,59.04833
"4357",3391,4,"Schizopathes affinis",3520.75,-116.5,-42.5,1576,4923,-61.400002,35.552
"4358",3392,4,"Abyssopathes lyra",3445,-115.5,-42.5,2050,5772.36,-67.916672,36.17
"4359",3392,4,"Alternatipathes alternata",3445,-115.5,-42.5,182,5089,-70.333328,56.350281
"4360",3392,4,"Bathypathes patula",3445,-115.5,-42.5,273,5303.52,-68.120833,59.04833
"4361",3392,4,"Schizopathes affinis",3445,-115.5,-42.5,1576,4923,-61.400002,35.552
"4362",3393,4,"Abyssopathes lyra",3195.75,-114.5,-42.5,2050,5772.36,-67.916672,36.17
"4363",3393,4,"Alternatipathes alternata",3195.75,-114.5,-42.5,182,5089,-70.333328,56.350281
"4364",3393,4,"Bathypathes patula",3195.75,-114.5,-42.5,273,5303.52,-68.120833,59.04833
"4365",3393,4,"Schizopathes affinis",3195.75,-114.5,-42.5,1576,4923,-61.400002,35.552
"4366",3394,4,"Abyssopathes lyra",3057.5,-113.5,-42.5,2050,5772.36,-67.916672,36.17
"4367",3394,4,"Alternatipathes alternata",3057.5,-113.5,-42.5,182,5089,-70.333328,56.350281
"4368",3394,4,"Bathypathes patula",3057.5,-113.5,-42.5,273,5303.52,-68.120833,59.04833
"4369",3394,4,"Schizopathes affinis",3057.5,-113.5,-42.5,1576,4923,-61.400002,35.552
"4370",3395,4,"Abyssopathes lyra",2773.75,-112.5,-42.5,2050,5772.36,-67.916672,36.17
"4371",3395,4,"Alternatipathes alternata",2773.75,-112.5,-42.5,182,5089,-70.333328,56.350281
