"","TARGET_FID","richness","species","depth","x","y"
"2043",2220,1,"Bathypathes patula",3527.25,-143.5,-53.5
"2044",2221,1,"Bathypathes patula",3534.25,-142.5,-53.5
"2045",2222,2,"Alternatipathes alternata",3666.75,-141.5,-53.5
"2046",2222,2,"Bathypathes patula",3666.75,-141.5,-53.5
"2047",2223,2,"Alternatipathes alternata",2301.99975586,-140.5,-53.5
"2048",2223,2,"Bathypathes patula",2301.99975586,-140.5,-53.5
"2049",2224,2,"Alternatipathes alternata",2789.5,-139.5,-53.5
"2050",2224,2,"Bathypathes patula",2789.5,-139.5,-53.5
"2051",2225,2,"Alternatipathes alternata",3284,-138.5,-53.5
"2052",2225,2,"Bathypathes patula",3284,-138.5,-53.5
"2053",2226,2,"Alternatipathes alternata",2991.5,-137.5,-53.5
"2054",2226,2,"Bathypathes patula",2991.5,-137.5,-53.5
"2055",2227,2,"Alternatipathes alternata",3089.75,-136.5,-53.5
"2056",2227,2,"Bathypathes patula",3089.75,-136.5,-53.5
"2057",2228,2,"Alternatipathes alternata",2927,-135.5,-53.5
"2058",2228,2,"Bathypathes patula",2927,-135.5,-53.5
"2059",2229,2,"Alternatipathes alternata",4201,-134.5,-53.5
"2060",2229,2,"Bathypathes patula",4201,-134.5,-53.5
"2061",2230,2,"Alternatipathes alternata",5534.75,-133.5,-53.5
"2062",2230,2,"Bathypathes patula",5534.75,-133.5,-53.5
"2063",2231,2,"Alternatipathes alternata",3664.5,-132.5,-53.5
"2064",2231,2,"Bathypathes patula",3664.5,-132.5,-53.5
"2065",2232,2,"Alternatipathes alternata",3999.5,-131.5,-53.5
"2066",2232,2,"Bathypathes patula",3999.5,-131.5,-53.5
"2067",2233,2,"Alternatipathes alternata",3746.5,-130.5,-53.5
"2068",2233,2,"Bathypathes patula",3746.5,-130.5,-53.5
"2069",2234,3,"Alternatipathes alternata",3945.25,-129.5,-53.5
"2070",2234,3,"Bathypathes patula",3945.25,-129.5,-53.5
"2071",2234,3,"Schizopathes affinis",3945.25,-129.5,-53.5
"2072",2235,3,"Alternatipathes alternata",3948.25,-128.5,-53.5
"2073",2235,3,"Bathypathes patula",3948.25,-128.5,-53.5
"2074",2235,3,"Schizopathes affinis",3948.25,-128.5,-53.5
"2075",2236,3,"Alternatipathes alternata",3815.75,-127.5,-53.5
"2076",2236,3,"Bathypathes patula",3815.75,-127.5,-53.5
"2077",2236,3,"Schizopathes affinis",3815.75,-127.5,-53.5
"2078",2237,3,"Alternatipathes alternata",3677,-126.5,-53.5
"2079",2237,3,"Bathypathes patula",3677,-126.5,-53.5
"2080",2237,3,"Schizopathes affinis",3677,-126.5,-53.5
"2081",2238,3,"Alternatipathes alternata",3678.5,-125.5,-53.5
"2082",2238,3,"Bathypathes patula",3678.5,-125.5,-53.5
"2083",2238,3,"Schizopathes affinis",3678.5,-125.5,-53.5
"2084",2239,3,"Alternatipathes alternata",3486,-124.5,-53.5
"2085",2239,3,"Bathypathes patula",3486,-124.5,-53.5
"2086",2239,3,"Schizopathes affinis",3486,-124.5,-53.5
"2087",2240,3,"Alternatipathes alternata",3649,-123.5,-53.5
"2088",2240,3,"Bathypathes patula",3649,-123.5,-53.5
"2089",2240,3,"Schizopathes affinis",3649,-123.5,-53.5
"2090",2241,3,"Alternatipathes alternata",3320.75,-122.5,-53.5
"2091",2241,3,"Bathypathes patula",3320.75,-122.5,-53.5
"2092",2241,3,"Schizopathes affinis",3320.75,-122.5,-53.5
"2093",2242,3,"Alternatipathes alternata",3255.25,-121.5,-53.5
"2094",2242,3,"Bathypathes patula",3255.25,-121.5,-53.5
"2095",2242,3,"Schizopathes affinis",3255.25,-121.5,-53.5
"2096",2243,3,"Alternatipathes alternata",3188.5,-120.5,-53.5
"2097",2243,3,"Bathypathes patula",3188.5,-120.5,-53.5
"2098",2243,3,"Schizopathes affinis",3188.5,-120.5,-53.5
"2099",2244,3,"Alternatipathes alternata",3007.5,-119.5,-53.5
"2100",2244,3,"Bathypathes patula",3007.5,-119.5,-53.5
"2101",2244,3,"Schizopathes affinis",3007.5,-119.5,-53.5
"2102",2245,3,"Alternatipathes alternata",2983.25,-118.5,-53.5
"2103",2245,3,"Bathypathes patula",2983.25,-118.5,-53.5
"2104",2245,3,"Schizopathes affinis",2983.25,-118.5,-53.5
"2105",2246,3,"Alternatipathes alternata",2817.75,-117.5,-53.5
"2106",2246,3,"Bathypathes patula",2817.75,-117.5,-53.5
"2107",2246,3,"Schizopathes affinis",2817.75,-117.5,-53.5
"2108",2247,3,"Alternatipathes alternata",3198.5,-116.5,-53.5
"2109",2247,3,"Bathypathes patula",3198.5,-116.5,-53.5
"2110",2247,3,"Schizopathes affinis",3198.5,-116.5,-53.5
"2111",2248,3,"Alternatipathes alternata",3326.25,-115.5,-53.5
"2112",2248,3,"Bathypathes patula",3326.25,-115.5,-53.5
"2113",2248,3,"Schizopathes affinis",3326.25,-115.5,-53.5
"2114",2249,3,"Alternatipathes alternata",3573.5,-114.5,-53.5
"2115",2249,3,"Bathypathes patula",3573.5,-114.5,-53.5
"2116",2249,3,"Schizopathes affinis",3573.5,-114.5,-53.5
"2117",2250,4,"Abyssopathes lyra",3786,-113.5,-53.5
"2118",2250,4,"Alternatipathes alternata",3786,-113.5,-53.5
"2119",2250,4,"Bathypathes patula",3786,-113.5,-53.5
"2120",2250,4,"Schizopathes affinis",3786,-113.5,-53.5
"2121",2251,4,"Abyssopathes lyra",3565.75,-112.5,-53.5
"2122",2251,4,"Alternatipathes alternata",3565.75,-112.5,-53.5
"2123",2251,4,"Bathypathes patula",3565.75,-112.5,-53.5
"2124",2251,4,"Schizopathes affinis",3565.75,-112.5,-53.5
"2125",2252,4,"Abyssopathes lyra",3659.5,-111.5,-53.5
"2126",2252,4,"Alternatipathes alternata",3659.5,-111.5,-53.5
"2127",2252,4,"Bathypathes patula",3659.5,-111.5,-53.5
"2128",2252,4,"Schizopathes affinis",3659.5,-111.5,-53.5
"2129",2253,4,"Abyssopathes lyra",3423,-110.5,-53.5
"2130",2253,4,"Alternatipathes alternata",3423,-110.5,-53.5
"2131",2253,4,"Bathypathes patula",3423,-110.5,-53.5
"2132",2253,4,"Schizopathes affinis",3423,-110.5,-53.5
"2133",2254,4,"Abyssopathes lyra",3638.25,-109.5,-53.5
"2134",2254,4,"Alternatipathes alternata",3638.25,-109.5,-53.5
"2135",2254,4,"Bathypathes patula",3638.25,-109.5,-53.5
"2136",2254,4,"Schizopathes affinis",3638.25,-109.5,-53.5
"2137",2255,4,"Abyssopathes lyra",3915,-108.5,-53.5
"2138",2255,4,"Alternatipathes alternata",3915,-108.5,-53.5
"2139",2255,4,"Bathypathes patula",3915,-108.5,-53.5
"2140",2255,4,"Schizopathes affinis",3915,-108.5,-53.5
"2141",2256,4,"Abyssopathes lyra",3774.75,-107.5,-53.5
"2142",2256,4,"Alternatipathes alternata",3774.75,-107.5,-53.5
"2143",2256,4,"Bathypathes patula",3774.75,-107.5,-53.5
"2144",2256,4,"Schizopathes affinis",3774.75,-107.5,-53.5
"2145",2257,4,"Abyssopathes lyra",3806.25,-106.5,-53.5
"2146",2257,4,"Alternatipathes alternata",3806.25,-106.5,-53.5
"2147",2257,4,"Bathypathes patula",3806.25,-106.5,-53.5
"2148",2257,4,"Schizopathes affinis",3806.25,-106.5,-53.5
"2149",2258,4,"Abyssopathes lyra",3911,-105.5,-53.5
"2150",2258,4,"Alternatipathes alternata",3911,-105.5,-53.5
"2151",2258,4,"Bathypathes patula",3911,-105.5,-53.5
"2152",2258,4,"Schizopathes affinis",3911,-105.5,-53.5
"2153",2259,4,"Abyssopathes lyra",3869.74975586,-104.5,-53.5
"2154",2259,4,"Alternatipathes alternata",3869.74975586,-104.5,-53.5
"2155",2259,4,"Bathypathes patula",3869.74975586,-104.5,-53.5
"2156",2259,4,"Schizopathes affinis",3869.74975586,-104.5,-53.5
"2157",2260,3,"Abyssopathes lyra",4048.5,-103.5,-53.5
"2158",2260,3,"Alternatipathes alternata",4048.5,-103.5,-53.5
"2159",2260,3,"Bathypathes patula",4048.5,-103.5,-53.5
"2160",2261,3,"Abyssopathes lyra",4063,-102.5,-53.5
"2161",2261,3,"Alternatipathes alternata",4063,-102.5,-53.5
"2162",2261,3,"Bathypathes patula",4063,-102.5,-53.5
"2163",2262,3,"Abyssopathes lyra",4360.25,-101.5,-53.5
"2164",2262,3,"Alternatipathes alternata",4360.25,-101.5,-53.5
"2165",2262,3,"Bathypathes patula",4360.25,-101.5,-53.5
"2166",2263,3,"Abyssopathes lyra",4535,-100.5,-53.5
"2167",2263,3,"Alternatipathes alternata",4535,-100.5,-53.5
"2168",2263,3,"Bathypathes patula",4535,-100.5,-53.5
"2169",2264,3,"Abyssopathes lyra",4472.25,-99.5,-53.5
"2170",2264,3,"Alternatipathes alternata",4472.25,-99.5,-53.5
"2171",2264,3,"Bathypathes patula",4472.25,-99.5,-53.5
"2172",2265,3,"Abyssopathes lyra",4394.25,-98.5,-53.5
"2173",2265,3,"Alternatipathes alternata",4394.25,-98.5,-53.5
"2174",2265,3,"Bathypathes patula",4394.25,-98.5,-53.5
"2175",2266,3,"Abyssopathes lyra",4553.75,-97.5,-53.5
"2176",2266,3,"Alternatipathes alternata",4553.75,-97.5,-53.5
"2177",2266,3,"Bathypathes patula",4553.75,-97.5,-53.5
"2178",2267,3,"Abyssopathes lyra",4066.5,-96.5,-53.5
"2179",2267,3,"Alternatipathes alternata",4066.5,-96.5,-53.5
"2180",2267,3,"Bathypathes patula",4066.5,-96.5,-53.5
"2181",2268,3,"Abyssopathes lyra",5118.25,-95.5,-53.5
"2182",2268,3,"Alternatipathes alternata",5118.25,-95.5,-53.5
"2183",2268,3,"Bathypathes patula",5118.25,-95.5,-53.5
"2184",2269,3,"Abyssopathes lyra",4633.5,-94.5,-53.5
"2185",2269,3,"Alternatipathes alternata",4633.5,-94.5,-53.5
"2186",2269,3,"Bathypathes patula",4633.5,-94.5,-53.5
"2187",2270,3,"Abyssopathes lyra",5642,-93.5,-53.5
"2188",2270,3,"Alternatipathes alternata",5642,-93.5,-53.5
"2189",2270,3,"Bathypathes patula",5642,-93.5,-53.5
"2190",2271,2,"Alternatipathes alternata",4929.25,-92.5,-53.5
"2191",2271,2,"Bathypathes patula",4929.25,-92.5,-53.5
"2192",2272,2,"Alternatipathes alternata",4980,-91.5,-53.5
"2193",2272,2,"Bathypathes patula",4980,-91.5,-53.5
"2194",2273,2,"Alternatipathes alternata",4994.25,-90.5,-53.5
"2195",2273,2,"Bathypathes patula",4994.25,-90.5,-53.5
"2196",2274,1,"Bathypathes patula",4533.75,-89.5,-53.5
"2197",2275,1,"Bathypathes patula",4991.25,-88.5,-53.5
"2198",2276,1,"Bathypathes patula",5091.25,-87.5,-53.5
"2199",2277,1,"Bathypathes patula",5035.75,-86.5,-53.5
"2200",2278,1,"Bathypathes patula",5110.25,-85.5,-53.5
"2201",2279,1,"Bathypathes patula",5043.25,-84.5,-53.5
"2202",2280,1,"Bathypathes patula",4881.5,-83.5,-53.5
"2203",2281,1,"Bathypathes patula",5142.75,-82.5,-53.5
"2204",2282,1,"Bathypathes patula",4465,-81.5,-53.5
"2205",2283,1,"Bathypathes patula",4419.25,-80.5,-53.5
"2206",2284,1,"Bathypathes patula",4285.25,-79.5,-53.5
"2207",2285,1,"Bathypathes patula",4133.5,-78.5,-53.5
"2208",2286,1,"Bathypathes patula",3987.75,-77.5,-53.5
"2209",2287,1,"Bathypathes patula",4104.25,-76.5,-53.5
"2210",2288,1,"Bathypathes patula",5071,-179.5,-52.5
"2211",2289,2,"Bathypathes patula",5304.25,-178.5,-52.5
"2212",2289,2,"Stylopathes columnaris",5304.25,-178.5,-52.5
"2213",2290,1,"Bathypathes patula",5360,-177.5,-52.5
"2214",2291,1,"Bathypathes patula",5495,-176.5,-52.5
"2215",2292,1,"Bathypathes patula",5551.5,-175.5,-52.5
"2216",2293,1,"Bathypathes patula",5540.5,-174.5,-52.5
"2217",2294,2,"Bathypathes patula",5356,-173.5,-52.5
"2218",2294,2,"Lillipathes lillei",5356,-173.5,-52.5
"2219",2295,1,"Bathypathes patula",5179.75,-172.5,-52.5
"2220",2296,1,"Bathypathes patula",5112,-171.5,-52.5
"2221",2297,1,"Bathypathes patula",5467,-170.5,-52.5
"2222",2298,1,"Bathypathes patula",5488,-169.5,-52.5
"2223",2299,1,"Bathypathes patula",5290.25,-168.5,-52.5
"2224",2300,1,"Bathypathes patula",5139.75,-167.5,-52.5
"2225",2301,1,"Bathypathes patula",4975,-166.5,-52.5
"2226",2302,1,"Bathypathes patula",4735.75,-165.5,-52.5
"2227",2303,1,"Bathypathes patula",4700,-164.5,-52.5
"2228",2304,1,"Bathypathes patula",5086.5,-163.5,-52.5
"2229",2305,1,"Bathypathes patula",4686.5,-162.5,-52.5
"2230",2306,1,"Bathypathes patula",3707.75,-161.5,-52.5
"2231",2307,1,"Bathypathes patula",4656.25,-160.5,-52.5
"2232",2308,1,"Bathypathes patula",4350,-159.5,-52.5
"2233",2309,1,"Bathypathes patula",4320.5,-158.5,-52.5
"2234",2310,1,"Bathypathes patula",4610,-157.5,-52.5
"2235",2311,1,"Bathypathes patula",4528.5,-156.5,-52.5
"2236",2312,1,"Bathypathes patula",5165.75,-155.5,-52.5
"2237",2313,1,"Bathypathes patula",4910.5,-154.5,-52.5
"2238",2314,1,"Bathypathes patula",3803,-153.5,-52.5
"2239",2315,1,"Bathypathes patula",3996,-152.5,-52.5
"2240",2316,1,"Bathypathes patula",4564.5,-151.5,-52.5
"2241",2317,1,"Bathypathes patula",4429.5,-150.5,-52.5
"2242",2318,1,"Bathypathes patula",4674.75,-149.5,-52.5
"2243",2319,1,"Bathypathes patula",4441.5,-148.5,-52.5
"2244",2320,1,"Bathypathes patula",3974.25,-147.5,-52.5
"2245",2321,1,"Bathypathes patula",3980.25,-146.5,-52.5
"2246",2322,1,"Bathypathes patula",3855.25,-145.5,-52.5
"2247",2323,2,"Alternatipathes alternata",4069.75,-144.5,-52.5
"2248",2323,2,"Bathypathes patula",4069.75,-144.5,-52.5
"2249",2324,2,"Alternatipathes alternata",4147.5,-143.5,-52.5
"2250",2324,2,"Bathypathes patula",4147.5,-143.5,-52.5
"2251",2325,2,"Alternatipathes alternata",1849.99987793,-142.5,-52.5
"2252",2325,2,"Bathypathes patula",1849.99987793,-142.5,-52.5
"2253",2326,2,"Alternatipathes alternata",2911,-141.5,-52.5
"2254",2326,2,"Bathypathes patula",2911,-141.5,-52.5
"2255",2327,2,"Alternatipathes alternata",3589.5,-140.5,-52.5
"2256",2327,2,"Bathypathes patula",3589.5,-140.5,-52.5
"2257",2328,2,"Alternatipathes alternata",3868.25024414,-139.5,-52.5
"2258",2328,2,"Bathypathes patula",3868.25024414,-139.5,-52.5
"2259",2329,2,"Alternatipathes alternata",3451.5,-138.5,-52.5
"2260",2329,2,"Bathypathes patula",3451.5,-138.5,-52.5
"2261",2330,2,"Alternatipathes alternata",4876.5,-137.5,-52.5
"2262",2330,2,"Bathypathes patula",4876.5,-137.5,-52.5
"2263",2331,2,"Alternatipathes alternata",4600.5,-136.5,-52.5
"2264",2331,2,"Bathypathes patula",4600.5,-136.5,-52.5
"2265",2332,2,"Alternatipathes alternata",4556.75,-135.5,-52.5
"2266",2332,2,"Bathypathes patula",4556.75,-135.5,-52.5
"2267",2333,2,"Alternatipathes alternata",4486,-134.5,-52.5
"2268",2333,2,"Bathypathes patula",4486,-134.5,-52.5
"2269",2334,3,"Alternatipathes alternata",4360.5,-133.5,-52.5
"2270",2334,3,"Bathypathes patula",4360.5,-133.5,-52.5
"2271",2334,3,"Schizopathes affinis",4360.5,-133.5,-52.5
"2272",2335,3,"Alternatipathes alternata",4490.5,-132.5,-52.5
"2273",2335,3,"Bathypathes patula",4490.5,-132.5,-52.5
"2274",2335,3,"Schizopathes affinis",4490.5,-132.5,-52.5
"2275",2336,3,"Alternatipathes alternata",4049.75,-131.5,-52.5
"2276",2336,3,"Bathypathes patula",4049.75,-131.5,-52.5
"2277",2336,3,"Schizopathes affinis",4049.75,-131.5,-52.5
"2278",2337,3,"Alternatipathes alternata",4313.25,-130.5,-52.5
"2279",2337,3,"Bathypathes patula",4313.25,-130.5,-52.5
"2280",2337,3,"Schizopathes affinis",4313.25,-130.5,-52.5
"2281",2338,3,"Alternatipathes alternata",3939,-129.5,-52.5
"2282",2338,3,"Bathypathes patula",3939,-129.5,-52.5
"2283",2338,3,"Schizopathes affinis",3939,-129.5,-52.5
"2284",2339,3,"Alternatipathes alternata",3970,-128.5,-52.5
"2285",2339,3,"Bathypathes patula",3970,-128.5,-52.5
"2286",2339,3,"Schizopathes affinis",3970,-128.5,-52.5
"2287",2340,3,"Alternatipathes alternata",3769.75,-127.5,-52.5
"2288",2340,3,"Bathypathes patula",3769.75,-127.5,-52.5
"2289",2340,3,"Schizopathes affinis",3769.75,-127.5,-52.5
"2290",2341,3,"Alternatipathes alternata",3715.75,-126.5,-52.5
"2291",2341,3,"Bathypathes patula",3715.75,-126.5,-52.5
"2292",2341,3,"Schizopathes affinis",3715.75,-126.5,-52.5
"2293",2342,3,"Alternatipathes alternata",3620.75,-125.5,-52.5
"2294",2342,3,"Bathypathes patula",3620.75,-125.5,-52.5
"2295",2342,3,"Schizopathes affinis",3620.75,-125.5,-52.5
"2296",2343,3,"Alternatipathes alternata",3516.75,-124.5,-52.5
"2297",2343,3,"Bathypathes patula",3516.75,-124.5,-52.5
"2298",2343,3,"Schizopathes affinis",3516.75,-124.5,-52.5
"2299",2344,3,"Alternatipathes alternata",3426,-123.5,-52.5
"2300",2344,3,"Bathypathes patula",3426,-123.5,-52.5
"2301",2344,3,"Schizopathes affinis",3426,-123.5,-52.5
"2302",2345,3,"Alternatipathes alternata",3225.5,-122.5,-52.5
"2303",2345,3,"Bathypathes patula",3225.5,-122.5,-52.5
"2304",2345,3,"Schizopathes affinis",3225.5,-122.5,-52.5
"2305",2346,3,"Alternatipathes alternata",3335.75,-121.5,-52.5
"2306",2346,3,"Bathypathes patula",3335.75,-121.5,-52.5
"2307",2346,3,"Schizopathes affinis",3335.75,-121.5,-52.5
"2308",2347,3,"Alternatipathes alternata",2823.75,-120.5,-52.5
"2309",2347,3,"Bathypathes patula",2823.75,-120.5,-52.5
"2310",2347,3,"Schizopathes affinis",2823.75,-120.5,-52.5
"2311",2348,3,"Alternatipathes alternata",2958.5,-119.5,-52.5
"2312",2348,3,"Bathypathes patula",2958.5,-119.5,-52.5
"2313",2348,3,"Schizopathes affinis",2958.5,-119.5,-52.5
"2314",2349,3,"Alternatipathes alternata",2642.25,-118.5,-52.5
"2315",2349,3,"Bathypathes patula",2642.25,-118.5,-52.5
"2316",2349,3,"Schizopathes affinis",2642.25,-118.5,-52.5
"2317",2350,3,"Alternatipathes alternata",2607,-117.5,-52.5
"2318",2350,3,"Bathypathes patula",2607,-117.5,-52.5
"2319",2350,3,"Schizopathes affinis",2607,-117.5,-52.5
"2320",2351,3,"Alternatipathes alternata",3139.75,-116.5,-52.5
"2321",2351,3,"Bathypathes patula",3139.75,-116.5,-52.5
"2322",2351,3,"Schizopathes affinis",3139.75,-116.5,-52.5
"2323",2352,4,"Abyssopathes lyra",3261.5,-115.5,-52.5
"2324",2352,4,"Alternatipathes alternata",3261.5,-115.5,-52.5
"2325",2352,4,"Bathypathes patula",3261.5,-115.5,-52.5
"2326",2352,4,"Schizopathes affinis",3261.5,-115.5,-52.5
"2327",2353,4,"Abyssopathes lyra",3268,-114.5,-52.5
"2328",2353,4,"Alternatipathes alternata",3268,-114.5,-52.5
"2329",2353,4,"Bathypathes patula",3268,-114.5,-52.5
"2330",2353,4,"Schizopathes affinis",3268,-114.5,-52.5
"2331",2354,4,"Abyssopathes lyra",3484.5,-113.5,-52.5
"2332",2354,4,"Alternatipathes alternata",3484.5,-113.5,-52.5
"2333",2354,4,"Bathypathes patula",3484.5,-113.5,-52.5
"2334",2354,4,"Schizopathes affinis",3484.5,-113.5,-52.5
"2335",2355,4,"Abyssopathes lyra",3414.25,-112.5,-52.5
"2336",2355,4,"Alternatipathes alternata",3414.25,-112.5,-52.5
"2337",2355,4,"Bathypathes patula",3414.25,-112.5,-52.5
"2338",2355,4,"Schizopathes affinis",3414.25,-112.5,-52.5
"2339",2356,4,"Abyssopathes lyra",3871.5,-111.5,-52.5
"2340",2356,4,"Alternatipathes alternata",3871.5,-111.5,-52.5
"2341",2356,4,"Bathypathes patula",3871.5,-111.5,-52.5
"2342",2356,4,"Schizopathes affinis",3871.5,-111.5,-52.5
"2343",2357,4,"Abyssopathes lyra",3687.5,-110.5,-52.5
"2344",2357,4,"Alternatipathes alternata",3687.5,-110.5,-52.5
"2345",2357,4,"Bathypathes patula",3687.5,-110.5,-52.5
"2346",2357,4,"Schizopathes affinis",3687.5,-110.5,-52.5
"2347",2358,4,"Abyssopathes lyra",3815,-109.5,-52.5
"2348",2358,4,"Alternatipathes alternata",3815,-109.5,-52.5
"2349",2358,4,"Bathypathes patula",3815,-109.5,-52.5
"2350",2358,4,"Schizopathes affinis",3815,-109.5,-52.5
"2351",2359,4,"Abyssopathes lyra",3863.5,-108.5,-52.5
"2352",2359,4,"Alternatipathes alternata",3863.5,-108.5,-52.5
"2353",2359,4,"Bathypathes patula",3863.5,-108.5,-52.5
"2354",2359,4,"Schizopathes affinis",3863.5,-108.5,-52.5
"2355",2360,4,"Abyssopathes lyra",3959.5,-107.5,-52.5
"2356",2360,4,"Alternatipathes alternata",3959.5,-107.5,-52.5
"2357",2360,4,"Bathypathes patula",3959.5,-107.5,-52.5
"2358",2360,4,"Schizopathes affinis",3959.5,-107.5,-52.5
"2359",2361,4,"Abyssopathes lyra",3415.25,-106.5,-52.5
"2360",2361,4,"Alternatipathes alternata",3415.25,-106.5,-52.5
"2361",2361,4,"Bathypathes patula",3415.25,-106.5,-52.5
"2362",2361,4,"Schizopathes affinis",3415.25,-106.5,-52.5
"2363",2362,4,"Abyssopathes lyra",4153,-105.5,-52.5
"2364",2362,4,"Alternatipathes alternata",4153,-105.5,-52.5
"2365",2362,4,"Bathypathes patula",4153,-105.5,-52.5
"2366",2362,4,"Schizopathes affinis",4153,-105.5,-52.5
"2367",2363,3,"Abyssopathes lyra",3943.75,-104.5,-52.5
"2368",2363,3,"Alternatipathes alternata",3943.75,-104.5,-52.5
"2369",2363,3,"Bathypathes patula",3943.75,-104.5,-52.5
"2370",2364,3,"Abyssopathes lyra",4053.75,-103.5,-52.5
"2371",2364,3,"Alternatipathes alternata",4053.75,-103.5,-52.5
"2372",2364,3,"Bathypathes patula",4053.75,-103.5,-52.5
"2373",2365,3,"Abyssopathes lyra",4463,-102.5,-52.5
"2374",2365,3,"Alternatipathes alternata",4463,-102.5,-52.5
"2375",2365,3,"Bathypathes patula",4463,-102.5,-52.5
"2376",2366,3,"Abyssopathes lyra",4435.25,-101.5,-52.5
"2377",2366,3,"Alternatipathes alternata",4435.25,-101.5,-52.5
"2378",2366,3,"Bathypathes patula",4435.25,-101.5,-52.5
"2379",2367,3,"Abyssopathes lyra",4357,-100.5,-52.5
"2380",2367,3,"Alternatipathes alternata",4357,-100.5,-52.5
"2381",2367,3,"Bathypathes patula",4357,-100.5,-52.5
"2382",2368,3,"Abyssopathes lyra",4416,-99.5,-52.5
"2383",2368,3,"Alternatipathes alternata",4416,-99.5,-52.5
"2384",2368,3,"Bathypathes patula",4416,-99.5,-52.5
"2385",2369,3,"Abyssopathes lyra",4526,-98.5,-52.5
"2386",2369,3,"Alternatipathes alternata",4526,-98.5,-52.5
"2387",2369,3,"Bathypathes patula",4526,-98.5,-52.5
"2388",2370,3,"Abyssopathes lyra",4593.25,-97.5,-52.5
"2389",2370,3,"Alternatipathes alternata",4593.25,-97.5,-52.5
"2390",2370,3,"Bathypathes patula",4593.25,-97.5,-52.5
"2391",2371,3,"Abyssopathes lyra",4903,-96.5,-52.5
"2392",2371,3,"Alternatipathes alternata",4903,-96.5,-52.5
"2393",2371,3,"Bathypathes patula",4903,-96.5,-52.5
"2394",2372,3,"Abyssopathes lyra",4690,-95.5,-52.5
"2395",2372,3,"Alternatipathes alternata",4690,-95.5,-52.5
"2396",2372,3,"Bathypathes patula",4690,-95.5,-52.5
"2397",2373,3,"Abyssopathes lyra",4944.5,-94.5,-52.5
"2398",2373,3,"Alternatipathes alternata",4944.5,-94.5,-52.5
"2399",2373,3,"Bathypathes patula",4944.5,-94.5,-52.5
"2400",2374,3,"Abyssopathes lyra",4960,-93.5,-52.5
"2401",2374,3,"Alternatipathes alternata",4960,-93.5,-52.5
"2402",2374,3,"Bathypathes patula",4960,-93.5,-52.5
"2403",2375,2,"Alternatipathes alternata",4892.75,-92.5,-52.5
"2404",2375,2,"Bathypathes patula",4892.75,-92.5,-52.5
"2405",2376,2,"Alternatipathes alternata",4868.75,-91.5,-52.5
"2406",2376,2,"Bathypathes patula",4868.75,-91.5,-52.5
"2407",2377,2,"Alternatipathes alternata",4914.5,-90.5,-52.5
"2408",2377,2,"Bathypathes patula",4914.5,-90.5,-52.5
"2409",2378,1,"Bathypathes patula",4976.75,-89.5,-52.5
"2410",2379,1,"Bathypathes patula",4899.75,-88.5,-52.5
"2411",2380,1,"Bathypathes patula",4811.75,-87.5,-52.5
"2412",2381,1,"Bathypathes patula",4839,-86.5,-52.5
"2413",2382,1,"Bathypathes patula",4926.25,-85.5,-52.5
"2414",2383,1,"Bathypathes patula",4697.75,-84.5,-52.5
"2415",2384,1,"Bathypathes patula",4763.75,-83.5,-52.5
"2416",2385,1,"Bathypathes patula",4359.5,-82.5,-52.5
"2417",2386,1,"Bathypathes patula",4431,-81.5,-52.5
"2418",2387,1,"Bathypathes patula",4284.25,-80.5,-52.5
"2419",2388,1,"Bathypathes patula",4097.25,-79.5,-52.5
"2420",2389,1,"Bathypathes patula",3930,-78.5,-52.5
"2421",2390,1,"Bathypathes patula",3976.75,-77.5,-52.5
"2422",2391,1,"Bathypathes patula",3757.5,-76.5,-52.5
"2423",2392,1,"Bathypathes patula",4910,-179.5,-51.5
"2424",2393,2,"Bathypathes patula",4948,-178.5,-51.5
"2425",2393,2,"Stylopathes columnaris",4948,-178.5,-51.5
"2426",2394,1,"Bathypathes patula",4949.5,-177.5,-51.5
"2427",2395,1,"Bathypathes patula",5103.25,-176.5,-51.5
"2428",2396,1,"Bathypathes patula",5473.25,-175.5,-51.5
"2429",2397,1,"Bathypathes patula",5221,-174.5,-51.5
"2430",2398,1,"Bathypathes patula",5174.75,-173.5,-51.5
"2431",2399,1,"Bathypathes patula",4975.75,-172.5,-51.5
"2432",2400,1,"Bathypathes patula",5036.5,-171.5,-51.5
"2433",2401,1,"Bathypathes patula",5032.5,-170.5,-51.5
"2434",2402,1,"Bathypathes patula",4809,-169.5,-51.5
"2435",2403,1,"Bathypathes patula",5066.75,-168.5,-51.5
"2436",2404,1,"Bathypathes patula",5216,-167.5,-51.5
"2437",2405,1,"Bathypathes patula",5229,-166.5,-51.5
"2438",2406,1,"Bathypathes patula",5052.5,-165.5,-51.5
"2439",2407,1,"Bathypathes patula",4634.5,-164.5,-51.5
"2440",2408,1,"Bathypathes patula",4939,-163.5,-51.5
"2441",2409,1,"Bathypathes patula",4670.25,-162.5,-51.5
"2442",2410,1,"Bathypathes patula",5025.75,-161.5,-51.5
"2443",2411,1,"Bathypathes patula",4604,-160.5,-51.5
"2444",2412,1,"Bathypathes patula",4742.25,-159.5,-51.5
"2445",2413,1,"Bathypathes patula",4472.25,-158.5,-51.5
"2446",2414,1,"Bathypathes patula",5500,-157.5,-51.5
"2447",2415,1,"Bathypathes patula",4058.5,-156.5,-51.5
"2448",2416,1,"Bathypathes patula",4328,-155.5,-51.5
